"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"29976","CP027619.1",17414001,17415000,"*",1.53551079488618e-108,5.57501924657369e-106,45.7605767675931
"29977","CP027619.1",17414501,17415500,"*",7.40562106397894e-72,1.79931169080639e-69,41.4608429240732
"29993","CP027619.1",17422501,17423500,"*",7.86133826913195e-121,3.18291919703223e-118,35.2315394242803
"30203","CP027619.1",17534001,17535000,"*",1.13607361399606e-29,1.18086650689808e-27,35.1113648431231
"30204","CP027619.1",17534501,17535500,"*",1.18692594403081e-27,1.14810331127149e-25,27.7175827064246
"30223","CP027619.1",17544001,17545000,"*",1.06082098420624e-87,3.14023755244348e-85,38.6651406867771
"30224","CP027619.1",17544501,17545500,"*",1.65263066053114e-59,3.30873415257522e-57,30.0308509111781
"30331","CP027619.1",17607001,17608000,"*",1.18336813144209e-05,0.000163316070028428,-29.3300041614648
"30694","CP027619.1",17829001,17830000,"*",2.53539665488575e-18,1.61077195827278e-16,55.9748427672956
"30877","CP027619.1",17940001,17941000,"*",4.74300571674871e-89,1.42335094243831e-86,41.1729988089057
"30878","CP027619.1",17940501,17941500,"*",3.99490255913261e-63,8.484450652594e-61,30.5072379631402
"31204","CP027619.1",18105501,18106500,"*",2.69673203945769e-21,2.0074353954478e-19,-27.6308364649242
"31807","CP027619.1",18501001,18502000,"*",2.03213528259507e-71,4.91111675931884e-69,47.983105699084
"31808","CP027619.1",18501501,18502500,"*",2.7658886439079e-102,9.49799537522227e-100,46.0937129289082
"31809","CP027619.1",18502001,18503000,"*",1.54843013686678e-35,1.90571605363271e-33,38.076808795127
"32569","CP027619.1",18908501,18909500,"*",1.07987455300602e-09,3.24636691803176e-08,-43.6465433300876
"33052","CP027619.1",19371501,19372500,"*",0.00064569437431212,0.00505437165408826,-36.2581580855693
"33087","CP027619.1",19389001,19390000,"*",1.64125711305531e-08,4.12392997102669e-07,-43.7519064565328
"33202","CP027619.1",19446501,19447500,"*",5.7851514045053e-05,0.000652742346007466,28.125
"33584","CP027619.1",19666501,19667500,"*",0.000896881783957529,0.00662809296566321,26.7281105990783
"33692","CP027619.1",19721501,19722500,"*",0.00138468676245859,0.00947081395505138,-27.6712328767123
"33693","CP027619.1",19722001,19723000,"*",2.29417006097645e-06,3.77858573038702e-05,-25.8529465426017
"33955","CP027619.1",19861501,19862500,"*",6.61143009883896e-12,2.58486568894789e-10,-32.2564102564103
"34019","CP027619.1",19893501,19894500,"*",3.9704134031089e-170,2.43119565518996e-167,54.3830480408721
"34020","CP027619.1",19894001,19895000,"*",2.04172651246738e-247,2.05292210507818e-244,60.4765499745239
"34021","CP027619.1",19894501,19895500,"*",1.73429833895017e-74,4.35349624308776e-72,43.0608974358974
"34030","CP027619.1",19899501,19900500,"*",4.16951625502631e-43,6.12471593674986e-41,34.2068691681556
"34198","CP027619.1",19984001,19985000,"*",1.26489567014983e-20,9.10130344801815e-19,-32.3196881091618
"34210","CP027619.1",19990001,19991000,"*",0.000111072733416257,0.00114556263579342,25.3717654765804
"34337","CP027619.1",20056001,20057000,"*",0.000891169164964645,0.00659275978292717,-61.2698412698413
"34733","CP027619.1",20278501,20279500,"*",6.92303288303734e-38,9.03029936891965e-36,-27.7777777777778
"35552","CP027619.1",20697501,20698500,"*",1.00452176864304e-233,9.35788439830657e-231,53.6910803799013
"35553","CP027619.1",20698001,20699000,"*",0,0,63.1974646332792
"35554","CP027619.1",20698501,20699500,"*",0,0,64.4315650523884
"35555","CP027619.1",20699001,20700000,"*",0,0,70.467580624496
"35556","CP027619.1",20699501,20700500,"*",5.30974958912519e-166,3.15762419716547e-163,61.9090474047726
"35735","CP027619.1",20799001,20800000,"*",5.5677522913437e-16,3.06028149442074e-14,-26.5554187192118
"35736","CP027619.1",20799501,20800500,"*",3.08954188938554e-175,1.96466023633864e-172,-58.3981606733118
"35737","CP027619.1",20800001,20801000,"*",0,0,-65.9492886964819
"35738","CP027619.1",20800501,20801500,"*",7.63238920291065e-124,3.18243183526291e-121,-47.5180021770075
"35931","CP027619.1",20934501,20935500,"*",1.9259599068777e-13,8.70960270824787e-12,-31.140731790205
"35937","CP027619.1",20942501,20943500,"*",1.33566033891514e-20,9.60160250915789e-19,43.0553130917051
"35955","CP027619.1",20957001,20958000,"*",2.38276379444598e-39,3.21420680838321e-37,25.2206406568823
"35962","CP027619.1",20960501,20961500,"*",3.22887893075004e-13,1.43142325603897e-11,26.1698717948718
"36222","CP027619.1",21105001,21106000,"*",9.81977920040499e-20,6.72299586734059e-18,29.640995977741
"36225","CP027619.1",21106501,21107500,"*",1.39793194638915e-14,6.95040387453323e-13,31.2904973963856
"36226","CP027619.1",21107001,21108000,"*",4.62544441116007e-25,4.06112081784876e-23,38.4069264069264
"36275","CP027619.1",21131501,21132500,"*",7.91657879937094e-82,2.17674761929908e-79,32.9813789720772
"36276","CP027619.1",21132001,21133000,"*",1.08694748063783e-73,2.70112148845491e-71,34.2803052872766
"36277","CP027619.1",21132501,21133500,"*",6.5483050450391e-37,8.34965581891681e-35,25.0772103389791
"36278","CP027619.1",21133001,21134000,"*",2.32463832758664e-42,3.36216241683001e-40,28.9344798443801
"36325","CP027619.1",21156501,21157500,"*",2.68296942532461e-11,9.81897262546509e-10,-48.1132075471698
"36482","CP027619.1",21246001,21247000,"*",0.000577695001003282,0.0046077276598478,27.1219512195122
"36509","CP027619.1",21262501,21263500,"*",8.08890765620536e-76,2.06377723933406e-73,-34.6171423823175
"36510","CP027619.1",21263001,21264000,"*",3.8998035380914e-126,1.66558286344886e-123,-45.2244118851821
"37312","CP027619.1",21759001,21760000,"*",1.01955083445339e-35,1.26192745254084e-33,-26.2243964633166
"37313","CP027619.1",21759501,21760500,"*",4.3836438890444e-68,1.00545588278632e-65,-36.4997167673716
"37314","CP027619.1",21760001,21761000,"*",3.82626033177533e-23,3.10113733719254e-21,-27.4399865704214
"37526","CP027619.1",21872001,21873000,"*",5.49563130309397e-100,1.83740195245996e-97,31.7362817362817
"37527","CP027619.1",21872501,21873500,"*",5.6110790145446e-85,1.60687385849417e-82,28.9017395138798
"37528","CP027619.1",21873001,21874000,"*",1.19924942860161e-61,2.48690015069968e-59,27.7181702638898
"37529","CP027619.1",21873501,21874500,"*",1.03442589164455e-83,2.91636392664932e-81,38.7814796318756
"37530","CP027619.1",21874001,21875000,"*",1.48777689835739e-138,7.11225220922476e-136,50.5540773363509
"37531","CP027619.1",21874501,21875500,"*",1.82583384084659e-271,2.18687542838209e-268,62.1359640442289
"37532","CP027619.1",21875001,21876000,"*",1.54010101996545e-227,1.37142472721015e-224,62.592206171817
"37533","CP027619.1",21875501,21876500,"*",0,0,73.8568789154268
"37534","CP027619.1",21876001,21877000,"*",0,0,72.3655187755113
"37535","CP027619.1",21876501,21877500,"*",0,0,70.0287321984707
"37536","CP027619.1",21877001,21878000,"*",5.02813609664609e-258,5.49136950874031e-255,71.2557091051652
"37537","CP027619.1",21877501,21878500,"*",1.78692206821211e-127,7.72874994728327e-125,62.1980385206192
"37538","CP027619.1",21878001,21879000,"*",3.23791763434136e-32,3.63754782317518e-30,37.0433241694545
"37797","CP027619.1",22013501,22014500,"*",3.757479328784e-43,5.5298974473834e-41,31.1114095848444
"38015","CP027619.1",22145001,22146000,"*",2.6701824993964e-127,1.15215732150519e-124,40.2588395566289
"38016","CP027619.1",22145501,22146500,"*",1.18753800253144e-149,6.17533359079737e-147,41.5213231980734
"38019","CP027619.1",22147001,22148000,"*",1.88619033464933e-71,4.56245414582564e-69,36.8188556101682
"38087","CP027619.1",22181001,22182000,"*",5.56405355576587e-79,1.48059247773088e-76,39.8953113969385
"38378","CP027619.1",22331501,22332500,"*",3.2656032785841e-107,1.17160128369752e-104,42.0801509385983
"38379","CP027619.1",22332001,22333000,"*",1.65813090130527e-140,8.08260208896363e-138,51.21698752272
"38380","CP027619.1",22332501,22333500,"*",1.0075338712547e-42,1.46851497428568e-40,45.2540341742598
"38385","CP027619.1",22335001,22336000,"*",1.10097848995881e-91,3.39176059711608e-89,33.922003585624
"38386","CP027619.1",22335501,22336500,"*",7.14479185282112e-126,3.04434050478157e-123,41.2808984372774
"38387","CP027619.1",22336001,22337000,"*",2.75011210009675e-63,5.85671782498604e-61,34.213716108453
"38388","CP027619.1",22336501,22337500,"*",1.34035929901215e-22,1.05894213960749e-20,25.0507253178907
"38408","CP027619.1",22346501,22347500,"*",5.13323800421962e-100,1.71729342027967e-97,-31.8815802987817
"38835","CP027619.1",22679501,22680500,"*",7.24247585204047e-116,2.80522142859858e-113,-65.2806327643221
"38836","CP027619.1",22680001,22681000,"*",1.39489186867481e-117,5.48864268198879e-115,-44.2295801925822
"38982","CP027619.1",22755501,22756500,"*",9.13003981533521e-06,0.000129782880125277,-30.2325581395349
"39031","CP027619.1",22781001,22782000,"*",7.21036095109067e-71,1.72646960818883e-68,32.6832929004975
"39032","CP027619.1",22781501,22782500,"*",5.90205150576208e-159,3.30910783250841e-156,39.3646240180885
"39033","CP027619.1",22782001,22783000,"*",5.22701202212814e-88,1.55574833190782e-85,37.6822919857809
"39035","CP027619.1",22783001,22784000,"*",8.85182520751346e-205,6.85226830538214e-202,65.040749691485
"39036","CP027619.1",22783501,22784500,"*",0,0,69.4068794719128
"39037","CP027619.1",22784001,22785000,"*",2.25011891780291e-248,2.28352291782661e-245,59.2807052381919
"39082","CP027619.1",22806501,22807500,"*",2.4036944585004e-130,1.07021746441003e-127,-56.615822336801
"39083","CP027619.1",22807001,22808000,"*",0,0,-70.9137111566825
"39084","CP027619.1",22807501,22808500,"*",0,0,-65.0966748768473
"39199","CP027619.1",22866001,22867000,"*",3.134705902602e-46,4.94164577712703e-44,42.953017721701
"39200","CP027619.1",22866501,22867500,"*",4.41942707345591e-167,2.64957536971993e-164,48.5974571224681
"39201","CP027619.1",22867001,22868000,"*",1.01482041391867e-190,7.17313502742004e-188,50.8172167435575
"39202","CP027619.1",22867501,22868500,"*",2.3867408518761e-20,1.68922978640081e-18,25.434050651442
"39243","CP027619.1",22888001,22889000,"*",3.09483576058829e-87,9.09708109017973e-85,37.2420344387056
"39244","CP027619.1",22888501,22889500,"*",2.1377658634823e-150,1.12021397899392e-147,44.8456395969769
"39245","CP027619.1",22889001,22890000,"*",2.1144852157475e-85,6.09056679173545e-83,37.8244310935756
"39275","CP027619.1",22905001,22906000,"*",8.3303713594808e-38,1.0845244005062e-35,33.0271052067709
"39286","CP027619.1",22910501,22911500,"*",6.74694415359507e-37,8.60092549537546e-35,-28.4996166624074
"39339","CP027619.1",22937001,22938000,"*",4.92624388505525e-188,3.40261721486227e-185,-57.8416149068323
"39340","CP027619.1",22937501,22938500,"*",3.67307932676231e-75,9.29737755162243e-73,-30.921552127103
"39445","CP027619.1",22990001,22991000,"*",1.8934481138535e-21,1.42092564789723e-19,-29.6571691308533
"39782","CP027619.1",23722501,23723500,"*",2.25628811110678e-06,3.72305642197621e-05,-46.2915601023018
"40008","CP027619.1",23848001,23849000,"*",1.8877513093082e-71,4.56420411063136e-69,38.4932579684792
"40009","CP027619.1",23848501,23849500,"*",1.62855858275422e-294,2.27568930246342e-291,64.6253445866848
"40010","CP027619.1",23849001,23850000,"*",1.87779106534073e-262,2.11434618277039e-259,61.3187972569017
"40011","CP027619.1",23849501,23850500,"*",4.10951389160557e-53,7.40843534414844e-51,26.6516064257028
"40373","CP027619.1",24485501,24486500,"*",1.02268367174433e-05,0.000143565071986258,35.2389878163074
"40374","CP027619.1",24486001,24487000,"*",1.02268367174433e-05,0.000143565071986258,35.2389878163074
"40847","CP027619.1",24768501,24769500,"*",2.50838846725964e-93,7.87897106501106e-91,-50.4727242302544
"40848","CP027619.1",24769001,24770000,"*",9.98251008896844e-147,5.08428830673393e-144,-59.9342506962129
"40849","CP027619.1",24769501,24770500,"*",1.23445433499926e-12,5.19302086753119e-11,-26.2626262626263
"40960","CP027619.1",24838501,24839500,"*",4.05612352458617e-22,3.13009593520359e-20,-28.9577084779505
"40961","CP027619.1",24839001,24840000,"*",4.37407990199644e-44,6.59405552517511e-42,-29.3088267084249
"41589","CP027619.1",25153501,25154500,"*",1.7317275081579e-18,1.11054719178139e-16,-29.1039066086614
"41683","CP027619.1",25202001,25203000,"*",0.000110281706949551,0.00113833063241682,-34.4086021505376
"41798","CP027619.1",25264001,25265000,"*",5.07845829301438e-77,1.31854100660345e-74,-25.9434376652875
"42006","CP027619.1",25368001,25369000,"*",1.51455326463951e-05,0.00020295289329394,-32.018779342723
"42230","CP027619.1",25482001,25483000,"*",0.000274253124790965,0.00247229751420224,26.5221878224974
"42564","CP027619.1",25686001,25687000,"*",5.35242272880973e-78,1.40506768755535e-75,32.1858149810972
"42565","CP027619.1",25686501,25687500,"*",3.21809971510453e-85,9.25474531894432e-83,38.9476261086087
"42566","CP027619.1",25687001,25688000,"*",2.08448719396107e-58,4.1054830324082e-56,34.3621153939268
"42567","CP027619.1",25687501,25688500,"*",1.12167945823794e-36,1.42258295954118e-34,32.3671962252254
"43136","CP027619.1",26107501,26108500,"*",8.03546835764999e-129,3.52301308270735e-126,34.0004903898464
"43137","CP027619.1",26108001,26109000,"*",1.6723274480142e-55,3.13293789618149e-53,25.1709867096081
"43309","CP027619.1",26196001,26197000,"*",1.02318788481585e-167,6.18191516589648e-165,-49.5217455016621
"43310","CP027619.1",26196501,26197500,"*",6.28560732549211e-87,1.84165591149897e-84,-27.6877265316572
"43334","CP027619.1",26208501,26209500,"*",7.03108279269685e-06,0.000103023236945167,25.7867049258728
"44169","CP027619.1",26629501,26630500,"*",1.26617186966869e-109,4.64665465425648e-107,36.9496093935957
"44229","CP027619.1",26665001,26666000,"*",6.93784239792917e-09,1.84852761606624e-07,30.9277249919932
"44230","CP027619.1",26665501,26666500,"*",1.96048962500985e-13,8.85619986671809e-12,27.0683162990855
"44231","CP027619.1",26666001,26667000,"*",1.28087959191064e-21,9.68428847062605e-20,26.6513062297476
"44272","CP027619.1",26686501,26687500,"*",2.51299499532633e-19,1.6853456911063e-17,26.1837537607035
"44290","CP027619.1",26696001,26697000,"*",3.91886830662346e-41,5.50715187931201e-39,28.3030200649436
"45305","CP027619.1",27544501,27545500,"*",4.49549849261708e-23,3.63166440041286e-21,33.7461094892272
"46584","CP027619.1",28239001,28240000,"*",0.000687694970703251,0.00532471163295766,-25.297619047619
"46665","CP027619.1",28282501,28283500,"*",4.3048674160697e-05,0.000505588596498068,30.3369373899925
"46863","CP027619.1",28383001,28384000,"*",3.46040779981461e-05,0.000418356447740659,26.2125162972621
"47310","CP027619.1",28633501,28634500,"*",4.77443749021157e-05,0.000552709395002885,34.3920145190563
"47928","CP027619.1",28954501,28955500,"*",2.59163600799101e-12,1.05906498091398e-10,41.9277108433735
"47982","CP027619.1",28984501,28985500,"*",2.33129209217863e-22,1.82018469062861e-20,-30.6902577544779
"48330","CP027619.1",29346001,29347000,"*",1.04552229896185e-55,1.96543766233128e-53,30.1006664153035
"49191","CP027620.1",412001,413000,"*",2.59350892874681e-06,4.22269918483996e-05,-48.5630498533724
"49192","CP027620.1",412501,413500,"*",0.000251342864673881,0.002296347359504,-25.4154447702835
"49472","CP027620.1",570001,571000,"*",3.75170385288405e-142,1.85532990209975e-139,-45.9207489146829
