"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"4999","CP027619.1",2997501,2998500,"*",2.35512738886706e-122,9.70319648098822e-120,-25.6197128198645
"5008","CP027619.1",3002001,3003000,"*",5.30304038893382e-26,4.81660089535309e-24,28.2475378025116
"6183","CP027619.1",3596501,3597500,"*",2.34531208426244e-177,1.49488536736476e-174,-39.4568637156184
"6184","CP027619.1",3597001,3598000,"*",4.33179738136538e-194,3.12503130820994e-191,-53.7586658004574
"6316","CP027619.1",3663501,3664500,"*",1.09228106700282e-55,2.05194315397037e-53,-25.4191061949494
"6361","CP027619.1",3686001,3687000,"*",1.52005159054355e-21,1.14364620320934e-19,30.033493598401
"6362","CP027619.1",3686501,3687500,"*",1.50942378159209e-19,1.02158857474839e-17,31.2171052631579
"6576","CP027619.1",3820501,3821500,"*",1.4727630895696e-35,1.81057290156428e-33,25.1845733777134
"6793","CP027619.1",3929001,3930000,"*",4.22498479471406e-44,6.3672577524878e-42,-25.608728532505
"8487","CP027619.1",4875501,4876500,"*",1.00220664973711e-42,1.45923011964841e-40,-27.0422119815668
"8488","CP027619.1",4876001,4877000,"*",6.76956198908483e-44,1.01540431137717e-41,-25.382407253532
"8830","CP027619.1",5061001,5062000,"*",2.89704038622043e-23,2.35388441602887e-21,30.0929263798766
"8831","CP027619.1",5061501,5062500,"*",9.19174811071413e-33,1.04840885440319e-30,39.975845410628
"9759","CP027619.1",5549501,5550500,"*",0,0,-44.2232072638879
"9760","CP027619.1",5550001,5551000,"*",0,0,-35.5786257421617
"9761","CP027619.1",5550501,5551500,"*",1.17153241194393e-317,1.87786247430217e-314,-26.1549162187226
"9764","CP027619.1",5552001,5553000,"*",1.6921560857508e-36,2.13155799293748e-34,-28.6864234368642
"9765","CP027619.1",5552501,5553500,"*",4.30884007609008e-08,1.00523645170064e-06,-40
"9766","CP027619.1",5553001,5554000,"*",4.01858867464635e-18,2.52049901192938e-16,-42.1875
"9767","CP027619.1",5553501,5554500,"*",3.40312678443351e-97,1.10603457815088e-94,-25.6337669316642
"9768","CP027619.1",5554001,5555000,"*",3.69260054308865e-268,4.26565435530222e-265,-26.2707554198582
"9769","CP027619.1",5554501,5555500,"*",1.13289539939001e-269,1.31996688400671e-266,-26.3451815689296
"9796","CP027619.1",5575001,5576000,"*",3.1708706838098e-61,6.52955911272219e-59,-31.8127019535158
"9961","CP027619.1",5658001,5659000,"*",1.17634869036319e-15,6.30267898397675e-14,27.7437550362611
"10367","CP027619.1",5861001,5862000,"*",1.53196927185536e-09,4.49351112545549e-08,-27.926267281106
"10384","CP027619.1",5869501,5870500,"*",2.52761208085794e-65,5.57354409285934e-63,27.2429937327726
"10641","CP027619.1",5998001,5999000,"*",9.49644127968635e-29,9.53841294451907e-27,-26.8725389488101
"10642","CP027619.1",5998501,5999500,"*",1.20607603877373e-18,7.78916081286191e-17,-34.521642394822
"11161","CP027619.1",6284501,6285500,"*",2.33837082181935e-60,4.75203262313794e-58,-29.8384214585332
"11373","CP027619.1",6395501,6396500,"*",1.15833500351194e-68,2.68880621912045e-66,35.6098683766115
"11374","CP027619.1",6396001,6397000,"*",1.64314820500324e-67,3.74834276673464e-65,33.5677491601344
"11485","CP027619.1",6451501,6452500,"*",2.59069646205032e-100,8.70178482328252e-98,-30.7138338274239
"11832","CP027619.1",6631501,6632500,"*",6.34934751478409e-13,2.73534899328068e-11,-26.3065571991754
"11911","CP027619.1",6671001,6672000,"*",1.23692599943405e-20,8.88199755702286e-19,-26.5431920246894
"14089","CP027619.1",7894001,7895000,"*",7.41930283378086e-95,2.36311555937515e-92,-39.0890301131265
"15451","CP027619.1",8605001,8606000,"*",2.3285331570243e-14,1.13643996752117e-12,26.2505174706913
"18269","CP027619.1",10229501,10230500,"*",1.45209769089511e-07,3.07946211294125e-06,29.9167911243866
"18832","CP027619.1",10521501,10522500,"*",3.03706325419248e-204,2.3207789536099e-201,49.8696348834565
"18833","CP027619.1",10522001,10523000,"*",0,0,68.7912175079892
"18834","CP027619.1",10522501,10523500,"*",0,0,64.6221849237434
"18835","CP027619.1",10523001,10524000,"*",1.54977470854549e-96,5.00681658136322e-94,35.4356407267209
"19394","CP027619.1",10891001,10892000,"*",1.03091225093981e-31,1.13668361917817e-29,-28.0344827586207
"19504","CP027619.1",10946501,10947500,"*",7.68482648429043e-07,1.4061657036593e-05,-31.9444444444444
"19551","CP027619.1",10980501,10981500,"*",0.000585706226990659,0.00464694982183882,-33.8961038961039
"19553","CP027619.1",10985501,10986500,"*",5.85650536003527e-07,1.09810032877015e-05,-35.0856697819315
"19554","CP027619.1",10986001,10987000,"*",6.99416197801919e-10,2.14911811087747e-08,-27.7715472481828
"19555","CP027619.1",10986501,10987500,"*",1.23595191512558e-06,2.16480981632095e-05,-29.5323741007194
"19556","CP027619.1",10987501,10988500,"*",1.23587331308819e-05,0.000169170385815607,-52.0833333333333
"19894","CP027619.1",11169001,11170000,"*",7.89387114643394e-06,0.000113725817295101,29.18863618478
"20438","CP027619.1",11611501,11612500,"*",8.2244405898517e-08,1.82600798005908e-06,38.407960199005
"20439","CP027619.1",11612001,11613000,"*",1.57721194067062e-11,5.90578612249839e-10,31.3261063261063
"20871","CP027619.1",11906501,11907500,"*",5.42153169974514e-12,2.13652831714775e-10,40.7886368454526
"21351","CP027619.1",12201001,12202000,"*",1.8901489046483e-85,5.45288836078795e-83,-39.2656758901935
"21352","CP027619.1",12201501,12202500,"*",1.02746381848299e-58,2.03458866020829e-56,-42.0249644650516
"21356","CP027619.1",12207501,12208500,"*",2.19798529395175e-41,3.10274430562364e-39,39.6258885147774
"21454","CP027619.1",12258501,12259500,"*",8.76210291106607e-57,1.67863053874435e-54,28.1501816806318
"21455","CP027619.1",12259001,12260000,"*",4.13173818965511e-100,1.38521636345551e-97,38.549390054319
"21456","CP027619.1",12259501,12260500,"*",2.00282739945666e-81,5.48030222114762e-79,36.7215201381944
"21487","CP027619.1",12275001,12276000,"*",0.000116899634888201,0.00119206383941782,46.3343108504399
"21989","CP027619.1",12563001,12564000,"*",2.78753259095266e-77,7.26776014079257e-75,34.964887495971
"22075","CP027619.1",12610001,12611000,"*",2.56734584166349e-31,2.78523608225834e-29,-35.6614135625597
"22282","CP027619.1",12715001,12716000,"*",1.40328082577309e-57,2.72793361647165e-55,38.4631832342113
"22567","CP027619.1",12896501,12897500,"*",2.21894992629962e-43,3.29277339597457e-41,-32.8167521145651
"22568","CP027619.1",12897001,12898000,"*",8.48369501662652e-80,2.2867314531781e-77,-32.0678095023453
"22625","CP027619.1",12927501,12928500,"*",1.1076407350672e-36,1.40374743393602e-34,34.2863465684385
"23268","CP027619.1",13338501,13339500,"*",0.000136314537146643,0.00135986733678501,41.1904761904762
"24193","CP027619.1",13833001,13834000,"*",6.55067984681881e-11,2.28646664742229e-09,27.858841331604
"24231","CP027619.1",13852001,13853000,"*",2.26257938024443e-31,2.46051647319621e-29,26.7021574126586
"24736","CP027619.1",14426001,14427000,"*",0.000221192216227395,0.00205371544551246,-27.1749755620723
"25072","CP027619.1",14599001,14600000,"*",3.23921319350534e-30,3.40767743850504e-28,27.9526623758721
"25212","CP027619.1",14672001,14673000,"*",2.38972383295696e-105,8.44562385593446e-103,-27.1403688322935
"25213","CP027619.1",14672501,14673500,"*",9.82049988656823e-197,7.18028301018148e-194,-48.8435448734144
"25214","CP027619.1",14673001,14674000,"*",2.46302168365178e-135,1.14542981961854e-132,-57.3516503976381
"25215","CP027619.1",14673501,14674500,"*",2.3258408538247e-286,3.04372792547962e-283,-73.2542492917847
"25216","CP027619.1",14674001,14675000,"*",0,0,-72.0475642931262
"25217","CP027619.1",14674501,14675500,"*",1.43912594605257e-173,8.98266603175284e-171,-51.8130208592527
"25577","CP027619.1",14928001,14929000,"*",8.76276814451491e-113,3.29689415028324e-110,33.0208568961727
"25578","CP027619.1",14928501,14929500,"*",6.01404860330344e-311,9.15257109127008e-308,58.2382907662289
"25579","CP027619.1",14929001,14930000,"*",0,0,81.2322049212479
"25580","CP027619.1",14929501,14930500,"*",0,0,81.963289914299
"25581","CP027619.1",14930001,14931000,"*",2.58118856521916e-105,9.11634071459387e-103,47.5198659173815
"25878","CP027619.1",15082501,15083500,"*",1.06877577077941e-242,1.03585977137022e-239,-43.5136445549489
"25879","CP027619.1",15083001,15084000,"*",1.45839004633502e-269,1.69193231876568e-266,-45.4427101135544
"26843","CP027619.1",15801501,15802500,"*",1.58038646025773e-58,3.11922804365857e-56,28.9672382244701
"26844","CP027619.1",15802001,15803000,"*",1.85673710751922e-154,9.96977658136963e-152,43.5282242288612
"26845","CP027619.1",15802501,15803500,"*",4.33691856396213e-56,8.21851377145036e-54,27.2283783071572
"27597","CP027619.1",16225501,16226500,"*",0.000312071479078599,0.00275057889702321,32.3979591836735
"28024","CP027619.1",16449501,16450500,"*",3.34039035102073e-09,9.32150422836681e-08,-27.0846394984326
"28450","CP027619.1",16676501,16677500,"*",2.47881190367109e-08,6.02611786959768e-07,31.012036354704
"28676","CP027619.1",16796501,16797500,"*",5.7263013792669e-59,1.14059502443557e-56,25.9059085522694
"28677","CP027619.1",16797001,16798000,"*",2.14010525057191e-81,5.85297719876754e-79,28.2069639279311
"29194","CP027619.1",17087001,17088000,"*",4.85354789342328e-215,3.97216705723631e-212,45.7474448622448
"29195","CP027619.1",17087501,17088500,"*",0,0,60.9207317073171
"29196","CP027619.1",17088001,17089000,"*",1.00191154961383e-81,2.75403169455089e-79,38.9499651729742
"29270","CP027619.1",17125001,17126000,"*",2.08247590801742e-30,2.20490937531622e-28,26.3004889221689
"29271","CP027619.1",17125501,17126500,"*",1.37118684303842e-49,2.30710277195256e-47,34.0636254501801
"29837","CP027619.1",17414001,17415000,"*",1.53551079488618e-108,5.57210435697665e-106,45.7605767675931
"29838","CP027619.1",17414501,17415500,"*",7.40562106397894e-72,1.8008289957481e-69,41.4608429240732
"29854","CP027619.1",17422501,17423500,"*",7.86133826913195e-121,3.18321920239416e-118,35.2315394242803
"30063","CP027619.1",17534001,17535000,"*",1.13607361399606e-29,1.1789053952983e-27,35.1113648431231
"30064","CP027619.1",17534501,17535500,"*",1.18692594403081e-27,1.14627002791584e-25,27.7175827064246
"30083","CP027619.1",17544001,17545000,"*",1.06082098420624e-87,3.14063298419232e-85,38.6651406867771
"30084","CP027619.1",17544501,17545500,"*",1.65263066053114e-59,3.31005120068467e-57,30.0308509111781
"30189","CP027619.1",17607001,17608000,"*",1.18336813144209e-05,0.000162789437265189,-29.3300041614648
"30550","CP027619.1",17829001,17830000,"*",2.53539665488575e-18,1.60696928085005e-16,55.9748427672956
"30728","CP027619.1",17940001,17941000,"*",4.74300571674871e-89,1.4236479829601e-86,41.1729988089057
"30729","CP027619.1",17940501,17941500,"*",3.99490255913261e-63,8.49107213847432e-61,30.5072379631402
"31054","CP027619.1",18105501,18106500,"*",2.69673203945769e-21,2.00307961511591e-19,-27.6308364649242
"31647","CP027619.1",18501001,18502000,"*",2.03213528259507e-71,4.91508206225663e-69,47.983105699084
"31648","CP027619.1",18501501,18502500,"*",2.7658886439079e-102,9.49027367353385e-100,46.0937129289082
"31649","CP027619.1",18502001,18503000,"*",1.54843013686678e-35,1.90273230499486e-33,38.076808795127
"32404","CP027619.1",18908501,18909500,"*",1.07987455300602e-09,3.23630243846562e-08,-43.6465433300876
"32885","CP027619.1",19371501,19372500,"*",0.00064569437431212,0.0050388454021882,-36.2581580855693
"32920","CP027619.1",19389001,19390000,"*",1.64125711305531e-08,4.11041854453639e-07,-43.7519064565328
"33414","CP027619.1",19666501,19667500,"*",0.000896881783957529,0.00660822771636357,26.7281105990783
"33522","CP027619.1",19721501,19722500,"*",0.00138468676245859,0.00944266857456281,-27.6712328767123
"33523","CP027619.1",19722001,19723000,"*",2.29417006097645e-06,3.76627062698038e-05,-25.8529465426017
"33782","CP027619.1",19861501,19862500,"*",6.61143009883896e-12,2.5775110057346e-10,-32.2564102564103
"33846","CP027619.1",19893501,19894500,"*",3.9704134031089e-170,2.41969230055113e-167,54.3830480408721
"33847","CP027619.1",19894001,19895000,"*",2.04172651246738e-247,2.04091283548086e-244,60.4765499745239
"33848","CP027619.1",19894501,19895500,"*",1.73429833895017e-74,4.3561200337032e-72,43.0608974358974
"33851","CP027619.1",19899501,19900500,"*",4.16951625502631e-43,6.11691631387266e-41,34.2068691681556
"34019","CP027619.1",19984001,19985000,"*",1.26489567014983e-20,9.08043243350281e-19,-32.3196881091618
"34031","CP027619.1",19990001,19991000,"*",0.000111072733416257,0.00114167007780674,25.3717654765804
"34549","CP027619.1",20278501,20279500,"*",6.92303288303734e-38,9.01848628877977e-36,-27.7777777777778
"35364","CP027619.1",20697501,20698500,"*",1.00452176864304e-233,9.30314225474359e-231,53.6910803799013
"35365","CP027619.1",20698001,20699000,"*",0,0,63.1974646332792
"35366","CP027619.1",20698501,20699500,"*",0,0,64.4315650523884
"35367","CP027619.1",20699001,20700000,"*",0,0,70.467580624496
"35368","CP027619.1",20699501,20700500,"*",5.30974958912519e-166,3.14601413079069e-163,61.9090474047726
"35546","CP027619.1",20799001,20800000,"*",5.5677522913437e-16,3.05377516441927e-14,-26.5554187192118
"35547","CP027619.1",20799501,20800500,"*",3.08954188938554e-175,1.95544902219492e-172,-58.3981606733118
"35548","CP027619.1",20800001,20801000,"*",0,0,-65.9492886964819
"35549","CP027619.1",20800501,20801500,"*",7.63238920291065e-124,3.18329973203213e-121,-47.5180021770075
"35742","CP027619.1",20934501,20935500,"*",1.9259599068777e-13,8.68676541947906e-12,-31.140731790205
"35748","CP027619.1",20942501,20943500,"*",1.33566033891514e-20,9.57955256895417e-19,43.0553130917051
"35766","CP027619.1",20957001,20958000,"*",2.38276379444598e-39,3.20970487222805e-37,25.2206406568823
"35773","CP027619.1",20960501,20961500,"*",3.22887893075004e-13,1.42769521147268e-11,26.1698717948718
"36032","CP027619.1",21105001,21106000,"*",9.81977920040499e-20,6.70726078455902e-18,29.640995977741
"36035","CP027619.1",21106501,21107500,"*",1.39793194638915e-14,6.93314867852892e-13,31.2904973963856
"36036","CP027619.1",21107001,21108000,"*",4.62544441116007e-25,4.05369099782586e-23,38.4069264069264
"36085","CP027619.1",21131501,21132500,"*",7.91657879937094e-82,2.17830153795754e-79,32.9813789720772
"36086","CP027619.1",21132001,21133000,"*",1.08694748063783e-73,2.7025734458462e-71,34.2803052872766
"36087","CP027619.1",21132501,21133500,"*",6.5483050450391e-37,8.33787755704221e-35,25.0772103389791
"36088","CP027619.1",21133001,21134000,"*",2.32463832758664e-42,3.35764289968862e-40,28.9344798443801
"36135","CP027619.1",21156501,21157500,"*",2.68296942532461e-11,9.78914342467554e-10,-48.1132075471698
"36291","CP027619.1",21246001,21247000,"*",0.000577695001003282,0.00459354685369793,27.1219512195122
"36318","CP027619.1",21262501,21263500,"*",8.08890765620536e-76,2.06524069067369e-73,-34.6171423823175
"36319","CP027619.1",21263001,21264000,"*",3.8998035380914e-126,1.66628640384962e-123,-45.2244118851821
"37116","CP027619.1",21759001,21760000,"*",1.01955083445339e-35,1.25998250295049e-33,-26.2243964633166
"37117","CP027619.1",21759501,21760500,"*",4.3836438890444e-68,1.00677749927174e-65,-36.4997167673716
"37118","CP027619.1",21760001,21761000,"*",3.82626033177533e-23,3.09496361240753e-21,-27.4399865704214
"37329","CP027619.1",21872001,21873000,"*",5.49563130309397e-100,1.83679525596266e-97,31.7362817362817
"37330","CP027619.1",21872501,21873500,"*",5.6110790145446e-85,1.60761122835327e-82,28.9017395138798
"37331","CP027619.1",21873001,21874000,"*",1.19924942860161e-61,2.48844945394674e-59,27.7181702638898
"37332","CP027619.1",21873501,21874500,"*",1.03442589164455e-83,2.91741487391333e-81,38.7814796318756
"37333","CP027619.1",21874001,21875000,"*",1.48777689835739e-138,7.09554330193362e-136,50.5540773363509
"37334","CP027619.1",21874501,21875500,"*",1.82583384084659e-271,2.17408255303128e-268,62.1359640442289
"37335","CP027619.1",21875001,21876000,"*",1.54010101996545e-227,1.3634021094787e-224,62.592206171817
"37336","CP027619.1",21875501,21876500,"*",0,0,73.8568789154268
"37337","CP027619.1",21876001,21877000,"*",0,0,72.3655187755113
"37338","CP027619.1",21876501,21877500,"*",0,0,70.0287321984707
"37339","CP027619.1",21877001,21878000,"*",5.02813609664609e-258,5.45924586570202e-255,71.2557091051652
"37340","CP027619.1",21877501,21878500,"*",1.78692206821211e-127,7.73263407191878e-125,62.1980385206192
"37341","CP027619.1",21878001,21879000,"*",3.23791763434136e-32,3.63123984186297e-30,37.0433241694545
"37600","CP027619.1",22013501,22014500,"*",3.757479328784e-43,5.5229033658869e-41,31.1114095848444
"37818","CP027619.1",22145001,22146000,"*",2.6701824993964e-127,1.15271884880716e-124,40.2588395566289
"37819","CP027619.1",22145501,22146500,"*",1.18753800253144e-149,6.15094731513857e-147,41.5213231980734
"37822","CP027619.1",22147001,22148000,"*",1.88619033464933e-71,4.56616507715664e-69,36.8188556101682
"37890","CP027619.1",22181001,22182000,"*",5.56405355576587e-79,1.48206253277141e-76,39.8953113969385
"38178","CP027619.1",22331501,22332500,"*",3.2656032785841e-107,1.17091436577393e-104,42.0801509385983
"38179","CP027619.1",22332001,22333000,"*",1.65813090130527e-140,8.05693984065267e-138,51.21698752272
"38180","CP027619.1",22332501,22333500,"*",1.0075338712547e-42,1.46659250645851e-40,45.2540341742598
"38185","CP027619.1",22335001,22336000,"*",1.10097848995881e-91,3.39108885846416e-89,33.922003585624
"38186","CP027619.1",22335501,22336500,"*",7.14479185282112e-126,3.04558136049476e-123,41.2808984372774
"38187","CP027619.1",22336001,22337000,"*",2.75011210009675e-63,5.8613954918915e-61,34.213716108453
"38188","CP027619.1",22336501,22337500,"*",1.34035929901215e-22,1.05688432900014e-20,25.0507253178907
"38208","CP027619.1",22346501,22347500,"*",5.13323800421962e-100,1.71673223387539e-97,-31.8815802987817
"38632","CP027619.1",22679501,22680500,"*",7.24247585204047e-116,2.80475878271758e-113,-65.2806327643221
"38633","CP027619.1",22680001,22681000,"*",1.39489186867481e-117,5.48823599257888e-115,-44.2295801925822
"38826","CP027619.1",22781001,22782000,"*",7.21036095109067e-71,1.72775683216528e-68,32.6832929004975
"38827","CP027619.1",22781501,22782500,"*",5.90205150576208e-159,3.29653306494619e-156,39.3646240180885
"38828","CP027619.1",22782001,22783000,"*",5.22701202212814e-88,1.55599531944872e-85,37.6822919857809
"38830","CP027619.1",22783001,22784000,"*",8.85182520751346e-205,6.8121836196413e-202,65.040749691485
"38831","CP027619.1",22783501,22784500,"*",0,0,69.4068794719128
"38832","CP027619.1",22784001,22785000,"*",2.25011891780291e-248,2.2701646699496e-245,59.2807052381919
"38877","CP027619.1",22806501,22807500,"*",2.4036944585004e-130,1.0683209175588e-127,-56.615822336801
"38878","CP027619.1",22807001,22808000,"*",0,0,-70.9137111566825
"38879","CP027619.1",22807501,22808500,"*",0,0,-65.0966748768473
"38993","CP027619.1",22866001,22867000,"*",3.134705902602e-46,4.93701599632361e-44,42.953017721701
"38994","CP027619.1",22866501,22867500,"*",4.41942707345591e-167,2.63697673740665e-164,48.5974571224681
"38995","CP027619.1",22867001,22868000,"*",1.01482041391867e-190,7.13117332210782e-188,50.8172167435575
"38996","CP027619.1",22867501,22868500,"*",2.3867408518761e-20,1.68525740348343e-18,25.434050651442
"39037","CP027619.1",22888001,22889000,"*",3.09483576058829e-87,9.10278228943847e-85,37.2420344387056
"39038","CP027619.1",22888501,22889500,"*",2.1377658634823e-150,1.11580668649412e-147,44.8456395969769
"39039","CP027619.1",22889001,22890000,"*",2.1144852157475e-85,6.09358647940715e-83,37.8244310935756
"39069","CP027619.1",22905001,22906000,"*",8.3303713594808e-38,1.083096212293e-35,33.0271052067709
"39080","CP027619.1",22910501,22911500,"*",6.74694415359507e-37,8.5887838141714e-35,-28.4996166624074
"39133","CP027619.1",22937001,22938000,"*",4.92624388505525e-188,3.38700522464565e-185,-57.8416149068323
"39134","CP027619.1",22937501,22938500,"*",3.67307932676231e-75,9.30348578761379e-73,-30.921552127103
"39239","CP027619.1",22990001,22991000,"*",1.8934481138535e-21,1.41788513188114e-19,-29.6571691308533
"39568","CP027619.1",23722501,23723500,"*",2.25628811110678e-06,3.71094015964261e-05,-46.2915601023018
"39793","CP027619.1",23848001,23849000,"*",1.8877513093082e-71,4.56790288236817e-69,38.4932579684792
"39794","CP027619.1",23848501,23849500,"*",1.62855858275422e-294,2.26237687999721e-291,64.6253445866848
"39795","CP027619.1",23849001,23850000,"*",1.87779106534073e-262,2.10197759203422e-259,61.3187972569017
"39796","CP027619.1",23849501,23850500,"*",4.10951389160557e-53,7.40674941533478e-51,26.6516064257028
"40625","CP027619.1",24768501,24769500,"*",2.50838846725964e-93,7.8782883324394e-91,-50.4727242302544
"40626","CP027619.1",24769001,24770000,"*",9.98251008896844e-147,5.06875749394721e-144,-59.9342506962129
"40627","CP027619.1",24769501,24770500,"*",1.23445433499926e-12,5.17903312729078e-11,-26.2626262626263
"40735","CP027619.1",24838501,24839500,"*",4.05612352458617e-22,3.12372825535806e-20,-28.9577084779505
"40736","CP027619.1",24839001,24840000,"*",4.37407990199644e-44,6.58645499061489e-42,-29.3088267084249
"41362","CP027619.1",25153501,25154500,"*",1.7317275081579e-18,1.10796204095397e-16,-29.1039066086614
"41456","CP027619.1",25202001,25203000,"*",0.000110281706949551,0.00113444338721721,-34.4086021505376
"41569","CP027619.1",25264001,25265000,"*",5.07845829301438e-77,1.3196294713777e-74,-25.9434376652875
"41777","CP027619.1",25368001,25369000,"*",1.51455326463951e-05,0.000202302883540705,-32.018779342723
"42000","CP027619.1",25482001,25483000,"*",0.000274253124790965,0.00246423462132027,26.5221878224974
"42333","CP027619.1",25686001,25687000,"*",5.35242272880973e-78,1.40633219966317e-75,32.1858149810972
"42334","CP027619.1",25686501,25687500,"*",3.21809971510453e-85,9.25924023392562e-83,38.9476261086087
"42335","CP027619.1",25687001,25688000,"*",2.08448719396107e-58,4.10669749052001e-56,34.3621153939268
"42336","CP027619.1",25687501,25688500,"*",1.12167945823794e-36,1.42054227115938e-34,32.3671962252254
"42903","CP027619.1",26107501,26108500,"*",8.03546835764999e-129,3.52223963485521e-126,34.0004903898464
"42904","CP027619.1",26108001,26109000,"*",1.6723274480142e-55,3.13291927418716e-53,25.1709867096081
"43074","CP027619.1",26196001,26197000,"*",1.02318788481585e-167,6.15257297432929e-165,-49.5217455016621
"43075","CP027619.1",26196501,26197500,"*",6.28560732549211e-87,1.84277136322209e-84,-27.6877265316572
"43099","CP027619.1",26208501,26209500,"*",7.03108279269685e-06,0.000102685612307153,25.7867049258728
"43934","CP027619.1",26629501,26630500,"*",1.26617186966869e-109,4.64449329882588e-107,36.9496093935957
"43988","CP027619.1",26665001,26666000,"*",6.93784239792917e-09,1.84239793176848e-07,30.9277249919932
"43989","CP027619.1",26665501,26666500,"*",1.96048962500985e-13,8.83294728479284e-12,27.0683162990855
"43990","CP027619.1",26666001,26667000,"*",1.28087959191064e-21,9.66383607887083e-20,26.6513062297476
"44031","CP027619.1",26686501,26687500,"*",2.51299499532633e-19,1.6812799216447e-17,26.1837537607035
"44049","CP027619.1",26696001,26697000,"*",3.91886830662346e-41,5.50046670112871e-39,28.3030200649436
"45056","CP027619.1",27544501,27545500,"*",4.49549849261708e-23,3.62438862399413e-21,33.7461094892272
"46331","CP027619.1",28239001,28240000,"*",0.000687694970703251,0.00530834518731821,-25.297619047619
"46412","CP027619.1",28282501,28283500,"*",4.3048674160697e-05,0.00050393420512249,30.3369373899925
"46610","CP027619.1",28383001,28384000,"*",3.46040779981461e-05,0.000417010004763281,26.2125162972621
"47057","CP027619.1",28633501,28634500,"*",4.77443749021157e-05,0.000550880364851518,34.3920145190563
"47669","CP027619.1",28954501,28955500,"*",2.59163600799101e-12,1.05611652723084e-10,41.9277108433735
"47722","CP027619.1",28984501,28985500,"*",2.33129209217863e-22,1.81656372050756e-20,-30.6902577544779
"48070","CP027619.1",29346001,29347000,"*",1.04552229896185e-55,1.96546583352099e-53,30.1006664153035
"48927","CP027620.1",412001,413000,"*",2.59350892874681e-06,4.20906295461585e-05,-48.5630498533724
"48928","CP027620.1",412501,413500,"*",0.000251342864673881,0.0022888233060673,-25.4154447702835
"49206","CP027620.1",570001,571000,"*",3.75170385288405e-142,1.84951148337664e-139,-45.9207489146829
"49207","CP027620.1",570501,571500,"*",1.28536799450767e-85,3.7180555981652e-83,-42.7121388810437
"49208","CP027620.1",571001,572000,"*",5.08084694101614e-39,6.79684340516416e-37,-25.1050804093567
"49229","CP027620.1",581501,582500,"*",3.61560503191072e-24,3.0488357301303e-22,-25.8735873191703
"49317","CP027620.1",625501,626500,"*",1.97297027156518e-27,1.89190039930915e-25,-27.0424583187681
"50030","CP027620.1",1007001,1008000,"*",9.73822695892583e-06,0.000137007337368269,-27.536231884058
"50086","CP027620.1",1035001,1036000,"*",4.92237582083059e-26,4.47535570013908e-24,-30.2353410450738
"50222","CP027620.1",1107501,1108500,"*",7.29893300718055e-61,1.49337051373199e-58,-30.4638324056371
"50377","CP027620.1",1185001,1186000,"*",2.04556010117606e-10,6.72360452499892e-09,42.8705440900563
"50830","CP027620.1",1416501,1417500,"*",1.65051577305238e-75,4.19823022341507e-73,-38.560472932773
"51657","CP027620.1",1874001,1875000,"*",1.54189765265146e-12,6.40871099228322e-11,47.6190476190476
