"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"2444","CP027619.1",1272001,1273000,"*",3.33095983282764e-83,4.75223886509665e-81,-28.2166088582018
"2483","CP027619.1",1291501,1292500,"*",1.10094309215773e-61,9.14652284121418e-60,-30.3171641791045
"2484","CP027619.1",1292001,1293000,"*",2.89213562473377e-141,1.08280290872305e-138,-38.4964400390898
"2503","CP027619.1",1301501,1302500,"*",2.58411909515458e-52,1.62227989452175e-50,33.4641782807751
"2504","CP027619.1",1302001,1303000,"*",2.09483410549379e-108,4.83892524084569e-106,50.8073334670947
"2505","CP027619.1",1302501,1303500,"*",4.02951304295359e-27,9.60564542138617e-26,27.4949757654569
"2516","CP027619.1",1308001,1309000,"*",7.86548627085958e-39,3.11945915477815e-37,30.5875557698168
"2537","CP027619.1",1318501,1319500,"*",2.89218478032864e-40,1.2088346736162e-38,27.9902597402597
"2569","CP027619.1",1334501,1335500,"*",2.78819772540851e-62,2.35867901363541e-60,37.7912529932467
"2570","CP027619.1",1335001,1336000,"*",5.05984043802812e-110,1.20282148669182e-107,45.7570584455671
"2571","CP027619.1",1335501,1336500,"*",3.23123288902106e-34,1.06544007500839e-32,39.380690821613
"2583","CP027619.1",1341501,1342500,"*",4.85565707547266e-75,5.72661831614261e-73,-37.7507756196487
"2634","CP027619.1",1367001,1368000,"*",5.3345687723161e-19,8.15530028481478e-18,29.0222797029373
"2736","CP027619.1",1421001,1422000,"*",8.95778053845788e-58,6.6700711847157e-56,-29.5233950908662
"2765","CP027619.1",1435501,1436500,"*",2.42344803367876e-05,0.000106500950986833,-39.7350993377483
"2767","CP027619.1",1439501,1440500,"*",5.6547388490568e-14,6.15578425084737e-13,54.3859649122807
"2819","CP027619.1",1465501,1466500,"*",3.47623097252435e-30,9.55512830212581e-29,26.9379234283914
"2857","CP027619.1",1485501,1486500,"*",4.88251340933873e-27,1.15860299978353e-25,25.8359753343678
"2905","CP027619.1",1509501,1510500,"*",6.72213811629957e-69,6.78655550481901e-67,-33.9189214113134
"2906","CP027619.1",1510001,1511000,"*",1.85892259257471e-35,6.45392438437083e-34,-25.4658231357174
"3050","CP027619.1",1582001,1583000,"*",1.95346588970518e-32,5.95746105007591e-31,30.9818181818182
"3051","CP027619.1",1582501,1583500,"*",8.13240985474103e-91,1.36536621585774e-88,45.8503377427526
"3052","CP027619.1",1583001,1584000,"*",6.95888271525581e-67,6.66746045574217e-65,31.5930465618255
"3103","CP027619.1",1608501,1609500,"*",1.34127816926957e-32,4.1173378324547e-31,-26.0339044252497
"3150","CP027619.1",1632001,1633000,"*",1.28737737711135e-31,3.78533100177871e-30,26.5883485796822
"3151","CP027619.1",1632501,1633500,"*",1.07376728099062e-33,3.45902304218857e-32,38.0518196770396
"3152","CP027619.1",1633001,1634000,"*",9.07243385523353e-39,3.58773043619281e-37,31.7161589412898
"3306","CP027619.1",1710501,1711500,"*",3.52369988612636e-41,1.52849773839177e-39,37.14133396517
"3308","CP027619.1",1711501,1712500,"*",2.53414543385516e-15,3.04556241849827e-14,-28.5982052818497
"3334","CP027619.1",1724501,1725500,"*",5.19242303538546e-18,7.46327598775287e-17,26.3563304169776
"3344","CP027619.1",1729501,1730500,"*",2.82419365920028e-48,1.5612039798214e-46,34.7218085826452
"3345","CP027619.1",1730001,1731000,"*",3.93831835999825e-43,1.82871700880489e-41,34.6222740524781
"3456","CP027619.1",1785501,1786500,"*",2.57107898133516e-49,1.46648554135399e-47,-28.5105811580191
"3457","CP027619.1",1786001,1787000,"*",1.33866744690964e-91,2.27686686604478e-89,-45.4225847278864
"3495","CP027619.1",1805001,1806000,"*",5.56552046697969e-19,8.50053101185087e-18,27.1782231272104
"3496","CP027619.1",1805501,1806500,"*",2.74786180282149e-10,2.18773058810103e-09,37.8971571906355
"3589","CP027619.1",1852001,1853000,"*",6.135350856389e-46,3.14643524811357e-44,-26.8950778067188
"3596","CP027619.1",1855501,1856500,"*",8.22806202869097e-49,4.62414888030179e-47,-37.644314911237
"3597","CP027619.1",1856001,1857000,"*",2.35125757807879e-43,1.09952901183934e-41,-28.358700123406
"3648","CP027619.1",1882001,1883000,"*",1.05197566543837e-05,4.89109176765632e-05,-52.536231884058
"3698","CP027619.1",1911501,1912500,"*",1.5648237145191e-31,4.58387004365786e-30,25.8566672392779
"3699","CP027619.1",1912001,1913000,"*",1.16109512346458e-44,5.68381728811648e-43,27.2744117102094
"3761","CP027619.1",1943001,1944000,"*",1.27858064404691e-42,5.83540578763876e-41,-27.6674073235678
"3765","CP027619.1",1945001,1946000,"*",6.87635736223084e-21,1.17555709034922e-19,-25.2702024225771
"3766","CP027619.1",1945501,1946500,"*",8.58876032840565e-36,3.02198841474029e-34,-28.1401827156285
"3793","CP027619.1",1959001,1960000,"*",2.10947545582897e-73,2.39391327496847e-71,-37.2398080388551
"3842","CP027619.1",1983501,1984500,"*",1.77499584724301e-39,7.21221607840698e-38,-30.0762406578473
"3936","CP027619.1",2430001,2431000,"*",2.02137145172332e-25,4.41969066283344e-24,38.3162266863693
"3984","CP027619.1",2454001,2455000,"*",3.16460266292872e-92,5.42977521894827e-90,-28.2995991416197
"3985","CP027619.1",2454501,2455500,"*",8.5792635187145e-115,2.18982198349449e-112,-32.0918827184669
"4006","CP027619.1",2465001,2466000,"*",3.26559083098122e-68,3.24007266428457e-66,-31.7562522916251
"4041","CP027619.1",2482501,2483500,"*",3.60049320526502e-39,1.4454612692362e-37,-27.7067390062821
"4064","CP027619.1",2494001,2495000,"*",1.26570313200188e-17,1.77379387558601e-16,25.9806941877182
"4065","CP027619.1",2494501,2495500,"*",2.57262164324623e-33,8.14542404423791e-32,40.3430735930736
"4093","CP027619.1",2508501,2509500,"*",1.76613216457132e-31,5.16168072752295e-30,29.2888080086856
"4142","CP027619.1",2533001,2534000,"*",1.02534836212735e-43,4.85506709917557e-42,32.757985669323
"4238","CP027619.1",2581001,2582000,"*",6.54540842422666e-37,2.40853417072626e-35,30.5525946530484
"4281","CP027619.1",2602501,2603500,"*",2.67619952759358e-10,2.13278706800726e-09,-30.2041916571198
"4384","CP027619.1",2677001,2678000,"*",4.29267547643596e-114,1.08555670097395e-111,42.297236978088
"4385","CP027619.1",2677501,2678500,"*",5.86987369551231e-115,1.50458010892956e-112,31.204720602311
"4398","CP027619.1",2684001,2685000,"*",2.75512430670716e-29,7.27753020462799e-28,25.4805624483044
"4428","CP027619.1",2699001,2700000,"*",9.38324066340483e-70,9.70237727213069e-68,-29.0986398712343
"4448","CP027619.1",2709501,2710500,"*",6.11927398583983e-41,2.63144175791077e-39,-28.9889172443334
"4449","CP027619.1",2710001,2711000,"*",7.57559471332095e-72,8.28095464314319e-70,-32.6222076484814
"4506","CP027619.1",2739501,2740500,"*",1.54523801102748e-46,8.08757851045779e-45,27.1346645272479
"4561","CP027619.1",2768501,2769500,"*",3.20759237762969e-29,8.44537843477459e-28,32.6853502516778
"4562","CP027619.1",2769001,2770000,"*",1.15200040864048e-23,2.29842065772933e-22,35.0190002923122
"4735","CP027619.1",2855501,2856500,"*",5.00819832287787e-52,3.12009614695628e-50,-33.6681708484398
"4736","CP027619.1",2856001,2857000,"*",1.15858210354557e-65,1.07833102260098e-63,-40.7366311938047
"4738","CP027619.1",2857001,2858000,"*",2.25373503219012e-24,4.66077517099334e-23,-33.9840587044534
"4739","CP027619.1",2857501,2858500,"*",0.00192518276847377,0.00581630557291512,-30.4487179487179
"4798","CP027619.1",2887001,2888000,"*",1.45027693473315e-33,4.64863686541785e-32,-29.5054167611765
"4908","CP027619.1",2942001,2943000,"*",1.50665309621897e-40,6.37918716933977e-39,-27.6759844661343
"4931","CP027619.1",2953501,2954500,"*",1.15972123410403e-51,7.13644096394458e-50,30.0008503423272
"5018","CP027619.1",2997001,2998000,"*",4.01293515583324e-73,4.52120170290327e-71,-27.0309745201218
"5019","CP027619.1",2997501,2998500,"*",3.40015669413433e-228,3.18468923020193e-225,-35.9825035522247
"5023","CP027619.1",2999501,3000500,"*",7.38585463656299e-76,8.88303298012942e-74,-31.5259415344261
"5024","CP027619.1",3000001,3001000,"*",1.55512790486516e-132,5.1585356151486e-130,-30.0094545750644
"5029","CP027619.1",3002501,3003500,"*",6.03019873202212e-19,9.19050004131023e-18,27.0998784727129
"5045","CP027619.1",3010501,3011500,"*",3.34839426248222e-60,2.67535038624551e-58,25.2366343361305
"5091","CP027619.1",3033501,3034500,"*",2.26086947107896e-71,2.43920614146829e-69,-30.6827314601464
"5092","CP027619.1",3034001,3035000,"*",6.3624822740545e-86,9.63784797576743e-84,-31.7654076267122
"5109","CP027619.1",3042501,3043500,"*",2.19887724288115e-72,2.43870288085573e-70,-33.8189218721784
"5110","CP027619.1",3043001,3044000,"*",9.13801768440083e-70,9.45238761200034e-68,-37.2732634451814
"5126","CP027619.1",3051001,3052000,"*",2.30463075812231e-15,2.77723648239419e-14,-26.1249421758695
"5127","CP027619.1",3051501,3052500,"*",1.24594660674353e-24,2.61229953741368e-23,-32.8341820218034
"5176","CP027619.1",3076001,3077000,"*",2.58873662337968e-51,1.57615563568088e-49,-46.2544618845044
"5177","CP027619.1",3076501,3077500,"*",1.43900100841685e-47,7.7717420971164e-46,-27.4878767488805
"5227","CP027619.1",3101501,3102500,"*",2.98713067060672e-29,7.87667074709079e-28,-32.6378833750165
"5229","CP027619.1",3102501,3103500,"*",1.10471004887578e-28,2.83667054292865e-27,-26.5351298043606
"5242","CP027619.1",3109001,3110000,"*",9.13724684332726e-25,1.92950659202612e-23,-33.8766403622535
"5243","CP027619.1",3109501,3110500,"*",5.07107057202275e-66,4.767677955194e-64,-29.894228417706
"5244","CP027619.1",3110001,3111000,"*",1.18825120355243e-38,4.67667219983845e-37,-27.4818438381938
"5293","CP027619.1",3134501,3135500,"*",1.59287833505003e-57,1.17789875117708e-55,25.0449844174433
"5460","CP027619.1",3222501,3223500,"*",3.4762756172887e-61,2.8491084094276e-59,35.0980980016347
"5461","CP027619.1",3223001,3224000,"*",3.6019064571729e-51,2.18499946414763e-49,40.1622680564796
"5462","CP027619.1",3223501,3224500,"*",1.34282842496066e-17,1.87870272866482e-16,49.1990846681922
"5464","CP027619.1",3224501,3225500,"*",3.50831813422414e-47,1.87313026146953e-45,42.047096415671
"5467","CP027619.1",3226001,3227000,"*",5.5922371035639e-31,1.59717468554335e-29,27.6160385165124
"5475","CP027619.1",3230001,3231000,"*",4.42202589957632e-25,9.49596730080499e-24,27.9319821367228
"5476","CP027619.1",3230501,3231500,"*",5.64150466115299e-25,1.20451926992209e-23,29.0046110665597
"5498","CP027619.1",3241501,3242500,"*",6.13036045599616e-54,4.04885067199499e-52,-34.4907674910027
"5554","CP027619.1",3269501,3270500,"*",3.61236530043389e-29,9.4860053788523e-28,25.4128162399636
"5555","CP027619.1",3270001,3271000,"*",9.47582465528149e-41,4.04431981885279e-39,29.2589629873618
"5556","CP027619.1",3270501,3271500,"*",3.12003447412857e-42,1.4061414658256e-40,29.2444351789888
"5588","CP027619.1",3287001,3288000,"*",1.02691192843259e-35,3.59979883079466e-34,-33.1828396322778
"5596","CP027619.1",3291001,3292000,"*",1.04894912419832e-70,1.10980034689263e-68,26.5062681729348
"5607","CP027619.1",3296501,3297500,"*",6.11026286902035e-58,4.57093121888838e-56,-31.5870041076975
"5608","CP027619.1",3297001,3298000,"*",1.62153160828794e-49,9.31490041462546e-48,-27.6590730557738
"5622","CP027619.1",3304001,3305000,"*",4.58952314482164e-06,2.24951159421884e-05,-35.4025423728814
"5627","CP027619.1",3306501,3307500,"*",7.13865262697512e-42,3.17720575893765e-40,36.3262824792518
"5768","CP027619.1",3377501,3378500,"*",1.48131794580395e-30,4.13994004604125e-29,-26.3977705222078
"5772","CP027619.1",3379501,3380500,"*",1.74564712704092e-85,2.60675679310502e-83,27.1987587042083
"5810","CP027619.1",3398501,3399500,"*",6.50238550110377e-89,1.05291677028412e-86,27.9933797398646
"5893","CP027619.1",3440001,3441000,"*",1.34400538538174e-142,5.13021768151241e-140,-26.4995704852875
"5894","CP027619.1",3440501,3441500,"*",1.82488565297874e-75,2.17614530868574e-73,-28.5592640812193
"5905","CP027619.1",3446001,3447000,"*",2.18800980950683e-11,1.92430880572676e-10,26.2433862433862
"5918","CP027619.1",3452501,3453500,"*",1.4307388430619e-85,2.14411698970991e-83,-28.4410368747718
"5968","CP027619.1",3477501,3478500,"*",1.20064542469918e-142,4.58619722169731e-140,-49.7722037888243
"5991","CP027619.1",3489001,3490000,"*",7.10795802523077e-65,6.47459812845467e-63,-29.0000944718238
"5992","CP027619.1",3489501,3490500,"*",7.50994661880721e-64,6.67297063176509e-62,-35.7317194090413
"6019","CP027619.1",3503001,3504000,"*",3.55536976532644e-12,3.3381832858585e-11,-26.3480306290977
"6032","CP027619.1",3509501,3510500,"*",3.21328689992832e-33,1.01363450286366e-31,27.9902196568863
"6069","CP027619.1",3528001,3529000,"*",0.0004304059174093,0.00150526903944008,77.7777777777778
"6101","CP027619.1",3544001,3545000,"*",6.70389311077329e-24,1.35427702494667e-22,-26.0067282514863
"6143","CP027619.1",3565501,3566500,"*",1.4821566339305e-44,7.23218395635068e-43,-29.7981284056933
"6205","CP027619.1",3596501,3597500,"*",5.83890128639135e-301,8.63197916877237e-298,-46.9007962597706
"6206","CP027619.1",3597001,3598000,"*",1.62182663361893e-268,2.0254022693527e-265,-60.296509502924
"6337","CP027619.1",3663001,3664000,"*",1.79490708925147e-303,2.71215419492773e-300,-47.3585774471431
"6338","CP027619.1",3663501,3664500,"*",9.01229566633424e-197,6.2243101403024e-194,-48.428493566981
"6383","CP027619.1",3686001,3687000,"*",1.31069507521034e-32,4.02435992466716e-31,29.0689310689311
"6384","CP027619.1",3686501,3687500,"*",7.17563680345028e-29,1.85834758126645e-27,25.4806881430258
"6422","CP027619.1",3705501,3706500,"*",1.81155422135685e-37,6.81222099992045e-36,26.4586035664217
"6423","CP027619.1",3706001,3707000,"*",9.53969654437169e-33,2.94760079771731e-31,-25.6732912540259
"6433","CP027619.1",3711001,3712000,"*",7.61101476453119e-20,1.22528892723915e-18,28.8252136566743
"6439","CP027619.1",3714001,3715000,"*",4.61882433804179e-40,1.91688919750695e-38,45.4767543312975
"6573","CP027619.1",3807501,3808500,"*",1.02953142903853e-14,1.18392434813237e-13,25.5386275406683
"6599","CP027619.1",3820501,3821500,"*",2.09038192299435e-53,1.35717767219291e-51,27.0939638675885
"6656","CP027619.1",3849001,3850000,"*",5.09828751358397e-49,2.8826984532048e-47,-28.807806073031
"6657","CP027619.1",3849501,3850500,"*",4.00430741828754e-31,1.15146889041317e-29,-28.7411928640119
"6666","CP027619.1",3854001,3855000,"*",4.80339706594432e-29,1.25425805226991e-27,-31.1257683729533
"6732","CP027619.1",3887001,3888000,"*",6.63088010182328e-109,1.54671145784926e-106,28.8365795451158
"6733","CP027619.1",3887501,3888500,"*",2.88550844379227e-84,4.21230326844628e-82,37.4503504775103
"6797","CP027619.1",3919501,3920500,"*",8.40866448563826e-100,1.67863949063075e-97,-30.5220146707316
"6798","CP027619.1",3920001,3921000,"*",7.49561565606714e-60,5.9283426821045e-58,-26.7267267267267
"6831","CP027619.1",3936501,3937500,"*",1.93466464741228e-11,1.70916416567178e-10,-49.8281786941581
"6833","CP027619.1",3938001,3939000,"*",0.00207788529290374,0.0062292372691878,-35.9154929577465
"6888","CP027619.1",3965501,3966500,"*",4.79090326839216e-39,1.91577290780347e-37,-28.4937823026466
"6898","CP027619.1",3970501,3971500,"*",6.00098230743248e-58,4.49040945869645e-56,-28.9938348847659
"7061","CP027619.1",4055001,4056000,"*",1.25017555314718e-35,4.36983849554019e-34,31.6110980548431
"7093","CP027619.1",4071001,4072000,"*",1.70857683863076e-63,1.50132989898204e-61,-33.2530111345147
"7094","CP027619.1",4071501,4072500,"*",3.89807867702476e-80,5.18787798467915e-78,-36.4060519054366
"7095","CP027619.1",4072001,4073000,"*",4.97272622380961e-19,7.6172434473496e-18,-28.2725204532528
"7234","CP027619.1",4141501,4142500,"*",1.45318575111423e-83,2.08849443082888e-81,-33.6095807086001
"7274","CP027619.1",4199001,4200000,"*",4.6099637536923e-40,1.91350227163428e-38,26.8156096628646
"7281","CP027619.1",4202501,4203500,"*",2.34589252636651e-42,1.06162359955512e-40,30.8144216731009
"7282","CP027619.1",4203001,4204000,"*",1.94612131233694e-08,1.28418557299419e-07,-31.0977813109778
"7428","CP027619.1",4276001,4277000,"*",1.70754054035173e-52,1.07853465963981e-50,-33.9916018791835
"7429","CP027619.1",4276501,4277500,"*",2.9627610316947e-46,1.53510143246069e-44,-26.3740372392133
"7442","CP027619.1",4283001,4284000,"*",3.09568328162848e-28,7.79251720931672e-27,-33.2914682945352
"7555","CP027619.1",4341001,4342000,"*",3.06211888011093e-20,5.04519573020162e-19,-48.5331930808789
"7572","CP027619.1",4349501,4350500,"*",5.32567923349134e-47,2.82962985457591e-45,31.8745746116279
"7573","CP027619.1",4350001,4351000,"*",1.53683455868604e-124,4.54152462952347e-122,61.9716850828729
"7574","CP027619.1",4350501,4351500,"*",5.34597425158718e-25,1.14280332492738e-23,29.2098013629114
"7584","CP027619.1",4355501,4356500,"*",0,0,64.5006716561121
"7585","CP027619.1",4356001,4357000,"*",0,0,63.4398496240602
"7586","CP027619.1",4356501,4357500,"*",6.15013513267962e-24,1.24447866102941e-22,26.2092288524007
"7598","CP027619.1",4362501,4363500,"*",9.83982321359796e-10,7.42397078477272e-09,-30.372461424617
"7605","CP027619.1",4366001,4367000,"*",1.0753131402529e-80,1.44766843517896e-78,-44.5918552714669
"7614","CP027619.1",4370501,4371500,"*",4.01472885490083e-46,2.07054927946438e-44,-31.8851698579248
"7615","CP027619.1",4371001,4372000,"*",7.24172903480356e-51,4.3495858660429e-49,-31.1895406758355
"7630","CP027619.1",4378501,4379500,"*",1.30614443741039e-12,1.27323536098227e-11,26.9765455110283
"7631","CP027619.1",4379001,4380000,"*",1.68957781591871e-12,1.63087730056647e-11,38.4029038112523
"7807","CP027619.1",4468501,4469500,"*",1.76413764170852e-07,1.04200457515461e-06,41.2696335078534
"7837","CP027619.1",4490001,4491000,"*",2.52452250304644e-68,2.51162897960418e-66,-34.9106167816058
"7838","CP027619.1",4490501,4491500,"*",2.87983585851753e-62,2.43544708707826e-60,-31.8982925166015
