"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"33886","CP027619.1",19726501,19727500,"*",3.92214318400302e-05,0.000266483337935407,28.4550084889643
"34215","CP027619.1",19895001,19896000,"*",7.13970188163873e-67,1.2472809070278e-63,-26.715921518173
"34532","CP027619.1",20056001,20057000,"*",2.79206511672347e-09,4.66262464558972e-08,-28.3060109289618
"36351","CP027619.1",21057001,21058000,"*",0.000717443639621408,0.0034520249476642,31.8063677712801
"36352","CP027619.1",21057501,21058500,"*",1.79996532194875e-05,0.000132985693163136,43.4589800443459
"36771","CP027619.1",21285001,21286000,"*",9.78116624549587e-16,4.80041996999913e-14,92.3076923076923
"39220","CP027619.1",22756001,22757000,"*",6.65908646557933e-06,5.46747777792867e-05,-31.5489249670908
"47434","CP027619.1",28533001,28534000,"*",1.07353555956699e-137,1.33837434225862e-133,-46.844985707545
"52332","CP027620.1",1920001,1921000,"*",2.39171888024193e-07,2.70447984292237e-06,34.8408980778549
"64886","CP027620.1",8778001,8779000,"*",2.26377892446057e-05,0.000163311651763075,-28.7301587301587
"68095","CP027620.1",10479501,10480500,"*",8.44724435325506e-05,0.00052639650882627,31.0084277826213
"71823","CP027620.1",12464001,12465000,"*",2.10571918139406e-11,5.19443243151579e-10,-28.3352708672402
"72139","CP027620.1",12672501,12673500,"*",2.90065706098531e-09,4.82706892222282e-08,27.4948024948025
"72660","CP027620.1",12936501,12937500,"*",8.48671672073317e-09,1.29380328970263e-07,-45.8181818181818
"75177","CP027620.1",14277001,14278000,"*",8.80440441908331e-07,8.80467728451478e-06,38.7878787878788
"75784","CP027620.1",14588001,14589000,"*",9.12384462447217e-13,2.83016150035079e-11,25.5312841316898
"76747","CP027620.1",15180001,15181000,"*",3.09141877536932e-15,1.40531076072969e-13,34.9624060150376
"87550","CP027621.1",3333501,3334500,"*",4.00056973773713e-05,0.000271197188290326,-53.1976744186047
"90152","CP027621.1",4656001,4657000,"*",9.1195592749979e-07,9.08918725539132e-06,-30.3030303030303
"99715","CP027621.1",10064001,10065000,"*",0.000436093223048088,0.0022341336759938,-36.3247863247863
"103056","CP027621.1",11932501,11933500,"*",1.49844750228212e-07,1.76721895862219e-06,-27.5618758141554
"105210","CP027621.1",13070001,13071000,"*",3.33449915360604e-06,2.93407148941007e-05,35.4838709677419
"105775","CP027621.1",13361501,13362500,"*",6.09233245585854e-29,1.342680068969e-26,93.8756428237494
"105776","CP027621.1",13362001,13363000,"*",8.75097535882088e-08,1.08629130576038e-06,25.2990851513019
"108432","CP027621.1",14812501,14813500,"*",5.16922075823411e-08,6.72858558983211e-07,36.5214646464646
"111184","CP027621.1",16357001,16358000,"*",0.000359370329955225,0.00188552382961213,26.655719759168
"113835","CP027621.1",17805501,17806500,"*",3.57487492554158e-16,1.86582960588112e-14,-32.3746660380324
"113899","CP027621.1",17838501,17839500,"*",4.65527642442487e-13,1.511386077645e-11,60.0527108433735
"113900","CP027621.1",17841001,17842000,"*",1.04659998926181e-06,1.03042085632421e-05,35.9635416666667
"114998","CP027621.1",18406501,18407500,"*",2.14114678702112e-07,2.4454893948948e-06,30.8087891538102
"115983","CP027621.1",18927501,18928500,"*",0.000948338347951436,0.0043986653342385,56.9230769230769
"132110","CP027622.1",8187001,8188000,"*",1.58010663545268e-07,1.85445773481601e-06,31.1350059737156
"133475","CP027622.1",8904501,8905500,"*",0.00111222796360428,0.0050503229371988,44.392523364486
"136259","CP027622.1",10466001,10467000,"*",9.68792368978783e-07,9.60296616599575e-06,28.7165540255641
"136468","CP027622.1",10571501,10572500,"*",0.00156752459811017,0.00678707181819972,33.7777777777778
"136469","CP027622.1",10572001,10573000,"*",9.04071801738478e-22,9.6558776212663e-20,56.7537514338554
"140872","CP027622.1",14650001,14651000,"*",3.19345941662662e-11,7.63761153911878e-10,40.1257606057041
"140873","CP027622.1",14650501,14651500,"*",5.92823629336913e-10,1.12550314402061e-08,38.8883975946233
"141522","CP027622.1",14992501,14993500,"*",1.06179113611489e-08,1.58868131128256e-07,81.8181818181818
"146467","CP027622.1",17599501,17600500,"*",4.36120404694926e-06,3.73561530323055e-05,-38.1578947368421
"148914","CP027622.1",18939001,18940000,"*",8.69011083685112e-07,8.7032319966811e-06,-57.6923076923077
"156337","CP027623.1",2125001,2126000,"*",2.12187478545198e-12,6.19813647124620e-11,32.7731092436975
"158677","CP027623.1",3435501,3436500,"*",4.05881513581397e-08,5.4011228623195e-07,44.2265795206972
"161106","CP027623.1",4715501,4716500,"*",2.41948177154115e-10,4.93474425481905e-09,-31.7625317625318
"165250","CP027623.1",7094501,7095500,"*",9.6050327275911e-07,9.52906729295724e-06,30.8928571428571
"165323","CP027623.1",7181001,7182000,"*",3.09245697049221e-06,2.74150006269307e-05,33.6046951912154
"170713","CP027623.1",10278501,10279500,"*",1.11151936815843e-10,2.4099629045265e-09,32.4675324675325
"173760","CP027623.1",12027001,12028000,"*",3.74525987952689e-18,2.58032036063155e-16,-27.486041466624
"174765","CP027623.1",12602001,12603000,"*",1.82621874123201e-10,3.80393701099903e-09,30.7259547765877
"175523","CP027623.1",12998001,12999000,"*",7.2099204131216e-11,1.61877055208604e-09,-26.4185674269708
"176305","CP027623.1",13426501,13427500,"*",0.000296011122343406,0.00158994206358855,34.8241424229266
"186420","CP027623.1",18774501,18775500,"*",0.000175629345910308,0.0010052689053285,66.6666666666667
"189083","CP027623.1",20229001,20230000,"*",2.08721949890874e-07,2.3900177319025e-06,60.9090909090909
"189453","CP027623.1",20452501,20453500,"*",2.25921559318606e-05,0.000163006028910181,-92.3076923076923
"192766","CP027624.1",1772001,1773000,"*",6.66735416281594e-06,5.47361058988625e-05,40.4255319148936
"194768","CP027624.1",2945001,2946000,"*",4.82938685496816e-07,5.10895352464124e-06,28.5714285714286
"195035","CP027624.1",3145001,3146000,"*",0.00196767276477355,0.00825382532899678,-33.6996336996337
"196578","CP027624.1",3952501,3953500,"*",2.90381267222813e-07,3.22555885610985e-06,-89.0625
"202620","CP027624.1",7494001,7495000,"*",1.09391272958463e-16,6.16080642787949e-15,32.5525764975581
"204079","CP027624.1",8562001,8563000,"*",2.04694193289193e-13,7.03316951787709e-12,38.5416666666667
"206265","CP027624.1",9864001,9865000,"*",9.25318751633624e-06,7.33922535067046e-05,-29.8738738738739
"206593","CP027624.1",10066501,10067500,"*",1.63669386468137e-06,1.54229971378646e-05,54.9019607843137
"206931","CP027624.1",10270501,10271500,"*",1.97941719563547e-10,4.09628914782604e-09,-57.960088691796
"211724","CP027624.1",12971501,12972500,"*",0.000367720406573328,0.00192427308241907,-28.628762541806
"211816","CP027624.1",13018501,13019500,"*",0.00154857306972201,0.00671597436419805,-29.0450928381963
"213441","CP027624.1",13888001,13889000,"*",0.00227623338087542,0.00934869454690418,-28.2263060086723
"221565","CP027624.1",18315001,18316000,"*",1.77602571998841e-06,1.66106900244238e-05,37.7344877344877
"224059","CP027625.1",442001,443000,"*",0.000871860672009294,0.00408944545099729,-60
"224285","CP027625.1",791501,792500,"*",0.000745506515026689,0.00356976695035131,-29.9363057324841
"230201","CP027625.1",4010001,4011000,"*",0.0010301766901027,0.00472752800730977,28.5714285714286
"231117","CP027625.1",4608501,4609500,"*",0.00111115335055709,0.00504619258276106,95.1219512195122
"231534","CP027625.1",4826001,4827000,"*",0.000709198899380155,0.00341682047356145,-34.1463414634146
"232207","CP027625.1",5183001,5184000,"*",1.13031212231367e-07,1.36968570239197e-06,40
"233433","CP027625.1",5947001,5948000,"*",0.00118702920235603,0.00534107641466625,-28.3035714285714
"234391","CP027625.1",6697501,6698500,"*",5.14882597442801e-07,5.41368392745886e-06,31.7073170731707
"235383","CP027625.1",7314001,7315000,"*",4.18719166855284e-08,5.55739518076374e-07,-29.2348608837971
"235497","CP027625.1",7373001,7374000,"*",4.81904659155545e-14,1.82926686780013e-12,25.3247173906002
"243375","CP027625.1",11904001,11905000,"*",4.89247446046991e-09,7.80523553940027e-08,-29.5081967213115
"243376","CP027625.1",11904501,11905500,"*",1.2911251524707e-13,4.57462103741341e-12,-36.5853658536585
"243882","CP027625.1",12172501,12173500,"*",3.52645581369026e-10,6.98122183129074e-09,-34.5981291968449
"248475","CP027625.1",14570501,14571500,"*",0.00044528133433449,0.00227470422895494,28.3314669652855
"260262","CP027626.1",5894001,5895000,"*",2.87891501005694e-08,3.94933401360869e-07,35.459597528563
"262382","CP027626.1",7040501,7041500,"*",0.00187903510216673,0.00793224004516021,65.2173913043478
"264344","CP027626.1",8055001,8056000,"*",3.2065134736341e-15,1.45353614066798e-13,-25.2283305875014
"265627","CP027626.1",8732501,8733500,"*",2.83816603454704e-10,5.71516267300273e-09,31.4633616003479
"275195","CP027626.1",16147501,16148500,"*",1.86283826707065e-09,3.22016305702834e-08,-28.7696768848384
"275196","CP027626.1",16148001,16149000,"*",1.86283826707065e-09,3.22016305702834e-08,-28.7696768848384
"277019","CP027626.1",17154501,17155500,"*",1.61263430705e-12,4.80163768783236e-11,36.3636363636364
"280805","CP027626.1",19117001,19118000,"*",1.88842439808696e-10,3.92248679729413e-09,59.4202898550725
"285850","CP027626.1",21831001,21832000,"*",0.000997635798129475,0.00459599838883128,-29.4871794871795
"298522","CP027627.1",3180001,3181000,"*",2.45438407105366e-15,1.13242915217787e-13,57.4727555786196
"301339","CP027627.1",4752501,4753500,"*",1.14320239536695e-11,2.9441326026824e-10,-27.7482154445165
"302093","CP027627.1",5154001,5155000,"*",0.00172391393672933,0.00736405546319767,-35.7142857142857
"302213","CP027627.1",5267001,5268000,"*",8.731177962611e-13,2.71727078058344e-11,27.439005219141
"305258","CP027627.1",6844001,6845000,"*",5.15154647198075e-11,1.18733838763261e-09,25.108045212766
"306199","CP027627.1",7370001,7371000,"*",1.27650332122017e-12,3.86308102915900e-11,38.1029634436513
"307826","CP027627.1",8356501,8357500,"*",7.78580139972107e-05,0.0004897852040061,-25.5646481178396
"309585","CP027627.1",9395001,9396000,"*",2.00198170504811e-20,1.83488898639771e-18,48.7330956826798
"309939","CP027627.1",9646501,9647500,"*",3.91437724126978e-06,3.38972277617304e-05,-25.9721608484313
"311466","CP027627.1",10504001,10505000,"*",5.21025866422959e-05,0.000342986446433673,28.2608695652174
"319280","CP027627.1",15755501,15756500,"*",2.30297787638034e-14,9.15893282936855e-13,-32.4446386946387
"320229","CP027627.1",16253501,16254500,"*",5.17019843224059e-39,2.37927587198849e-36,-26.9940885486155
"323774","CP027627.1",18345501,18346500,"*",3.13024943774868e-09,5.18178754361809e-08,27.6871980676329
"325409","CP027627.1",19221501,19222500,"*",1.78394448503589e-07,2.07119477518781e-06,-32.5447570332481
"326724","CP027627.1",19970001,19971000,"*",5.25933469878953e-30,1.27260356021919e-27,40.7627484874676
"327587","CP027627.1",20480001,20481000,"*",5.5208150786715e-05,0.000361068572973748,-69.1176470588235
"328626","CP027627.1",21102501,21103500,"*",1.50556233209858e-13,5.28070773611341e-12,25.507299270073
"330536","CP027627.1",22210501,22211500,"*",0.000662340865564197,0.00321976830242856,-42.8571428571429
"331956","CP027627.1",22986501,22987500,"*",0.000471727258669914,0.00239306556456155,45.4545454545455
"336172","CP027627.1",25191501,25192500,"*",0.000215606783598068,0.00120319861944239,32.9887218045113
"337742","CP027627.1",26006001,26007000,"*",3.61184316013353e-13,1.19331791240244e-11,-32.4672897196262
"342162","CP027628.1",2072001,2073000,"*",0.00198657671947197,0.00832293879781097,-57.8947368421053
"342301","CP027628.1",2149501,2150500,"*",5.7615629194824e-14,2.15850843791375e-12,28.6979819368221
"344241","CP027628.1",3209001,3210000,"*",2.803982486138e-05,0.00019758194674471,-52.9411764705882
"347962","CP027628.1",5565501,5566500,"*",2.50879468072476e-05,0.000178933025929649,-38.7096774193548
"348674","CP027628.1",6146001,6147000,"*",5.12732432842699e-05,0.000338160025294944,34.875390724001
"358374","CP027628.1",11703501,11704500,"*",1.92813595847991e-05,0.000141479600259006,75
"364232","CP027628.1",14772001,14773000,"*",0.000174244706755869,0.00099822885564445,40.2714932126697
"374470","CP027629.1",242501,243500,"*",0.000150714928082303,0.000878354316165517,-35.8333333333333
"376674","CP027629.1",1381001,1382000,"*",5.75487962590111e-09,9.0640345530871e-08,31.8181818181818
"382188","CP027629.1",4306001,4307000,"*",1.46654403556658e-05,0.000110764065466679,-34.4827586206897
"383942","CP027629.1",5226001,5227000,"*",0.000125944729435213,0.00074942619809405,-75
"387018","CP027629.1",6910501,6911500,"*",0.000613477824989423,0.00301164686293604,-32.2966507177033
"389797","CP027629.1",8645501,8646500,"*",2.70292490399397e-08,3.72879648746618e-07,26.4550264550265
"391719","CP027629.1",9662501,9663500,"*",3.81718578799849e-08,5.10584202011512e-07,49.8357064622125
"393299","CP027629.1",10492501,10493500,"*",0.000337126994237686,0.00178290464413347,25.8777491938114
"396365","CP027629.1",12149501,12150500,"*",8.92998947551762e-07,8.92018380556635e-06,-26.7094017094017
"402607","CP027629.1",15945001,15946000,"*",4.26123032409908e-09,6.87718117800929e-08,33.1791101533781
"411838","CP027630.1",3168001,3169000,"*",9.65601790414509e-06,7.62216457317295e-05,32.9559748427673
"412843","CP027630.1",3682501,3683500,"*",2.39655839863295e-05,0.000171779030431845,-31.5789473684211
"414325","CP027630.1",4488001,4489000,"*",3.75479792760863e-10,7.39483408895246e-09,75.7575757575758
"416667","CP027630.1",5712501,5713500,"*",2.50467982569129e-15,1.15369435245905e-13,33.1524616819189
"417273","CP027630.1",6063001,6064000,"*",1.80087239679033e-08,2.57282829107758e-07,27.1816037735849
"417761","CP027630.1",6320001,6321000,"*",1.81104292751425e-09,3.13735090718193e-08,42.3913043478261
"420715","CP027630.1",7944001,7945000,"*",0.000115123229764936,0.000692424533649111,25.4510058403634
"424243","CP027630.1",9830001,9831000,"*",1.15382139548012e-10,2.49487668030444e-09,46.2686567164179
"428043","CP027630.1",12325501,12326500,"*",0.000873764513663951,0.00409707916055613,-35.6643356643357
"429476","CP027630.1",13086501,13087500,"*",1.05900786926528e-23,1.42033151506568e-21,-26.1235564857431
"433034","CP027630.1",14969501,14970500,"*",1.21680996317285e-07,1.46402319457048e-06,27.3832213716607
"436560","CP027630.1",16869001,16870000,"*",1.12827967115952e-05,8.75954524421905e-05,33.2711999204692
"438590","CP027630.1",17930001,17931000,"*",9.89518539487762e-06,7.79075419509119e-05,30.3630363036304
"439029","CP027631.1",97501,98500,"*",5.52908050041446e-05,0.000361535864545762,27.8092399403875
"439073","CP027631.1",145501,146500,"*",2.29349546327458e-14,9.12320562648935e-13,30.5116491548652
"439520","CP027631.1",396001,397000,"*",5.72084960270318e-07,5.95475310628847e-06,58.8744588744589
"446444","CP027631.1",4110501,4111500,"*",2.65308079259573e-06,2.38568514587153e-05,57.6998050682261
"448333","CP027631.1",5097501,5098500,"*",8.38454329575892e-05,0.000522938984016487,30.5128205128205
"450186","CP027631.1",6067001,6068000,"*",0.000330173453796399,0.00175080628302081,-100
"451554","CP027631.1",6798001,6799000,"*",0.00121361708754154,0.00544432005920598,37.1428571428571
"451555","CP027631.1",6798501,6799500,"*",0.00125811160390805,0.00561622813747295,26.6923076923077
"452922","CP027631.1",7515501,7516500,"*",9.68217014068441e-05,0.000593899604616228,31.0215053763441
"453182","CP027631.1",7656501,7657500,"*",1.39454016782066e-14,5.73054779711979e-13,32.9174957906016
"453834","CP027631.1",7997501,7998500,"*",9.25853818627377e-07,9.21330699235527e-06,-33.8028169014084
"454522","CP027631.1",8398001,8399000,"*",1.84373700685275e-08,2.62906861082444e-07,-32.0265151515151
"455970","CP027631.1",9221001,9222000,"*",4.63519338931493e-09,7.43152343522691e-08,28.4367396593674
"457790","CP027631.1",10416501,10417500,"*",1.08874917567342e-06,1.06760711118523e-05,37.1052631578947
"459556","CP027631.1",11597501,11598500,"*",8.84020475513744e-09,1.34310145348743e-07,27.1317829457364
"461079","CP027631.1",12744001,12745000,"*",4.43337947670055e-09,7.12921262841714e-08,-35.2941176470588
"461962","CP027631.1",13251001,13252000,"*",9.39527569611982e-13,2.90646869911992e-11,34.9827882960413
"466835","CP027631.1",15972501,15973500,"*",5.79949756123632e-07,6.02826632695412e-06,75.3991528185077
"467431","CP027631.1",16295001,16296000,"*",4.11979131311374e-05,0.000278278434359636,38.3603862749127
"469215","CP027631.1",17277501,17278500,"*",3.69797960110909e-05,0.00025287851904828,-37.037037037037
"482029","CP027632.1",6180001,6181000,"*",5.39855805765696e-07,5.65253450439693e-06,50
"482939","CP027632.1",6682501,6683500,"*",4.91125477970143e-07,5.18705779129131e-06,-30.3030303030303
"485087","CP027632.1",7953501,7954500,"*",1.39773466598182e-14,5.74195430105841e-13,-46.6972954230236
"485779","CP027632.1",8307501,8308500,"*",4.8586963320112e-32,1.39980215169945e-29,-60.6084175957134
"487124","CP027632.1",9033501,9034500,"*",0.000396939828287284,0.00205758816124571,-28.5714285714286
"487125","CP027632.1",9034001,9035000,"*",0.000396939828287284,0.00205758816124571,-28.5714285714286
"491730","CP027632.1",12206501,12207500,"*",1.17125127201014e-09,2.10285854582969e-08,25.5018357753148
"491731","CP027632.1",12210501,12211500,"*",1.23389268758494e-08,1.82330728973831e-07,29.6822443283475
"495644","CP027632.1",14280501,14281500,"*",4.40860004853894e-05,0.00029558446871917,-77.9761904761905
"501717","CP027632.1",18169001,18170000,"*",2.81666416414979e-07,3.13624820308916e-06,40.6306306306306
"502877","CP027632.1",19036001,19037000,"*",6.6561654881534e-26,1.12831261125775e-23,34.5753198939265
"505524","CP027632.1",20522501,20523500,"*",1.6921452182629e-06,1.58931097706058e-05,-25.1849416406378
"509269","CP027632.1",22617001,22618000,"*",1.50055148223083e-06,1.4261813865795e-05,27.5524475524475
"512800","CP027633.1",839501,840500,"*",7.98868188773499e-07,8.05752856152569e-06,26.9883459415252
"513214","CP027633.1",1058001,1059000,"*",6.96320013121088e-11,1.5674829868579e-09,29.5044281138119
"515549","CP027633.1",2350501,2351500,"*",1.17236708462472e-12,3.5660333102453e-11,-44.2049671709963
"520445","CP027633.1",5110001,5111000,"*",0.000964812671423671,0.00446300203627306,-83.3333333333333
"521320","CP027633.1",5666501,5667500,"*",0.00158327660216919,0.00684547999171564,33.3333333333333
"521727","CP027633.1",5878501,5879500,"*",1.56472615639332e-09,2.7406789670831e-08,-44.4444444444444
"523659","CP027633.1",7081501,7082500,"*",6.79278312544323e-05,0.000434077050024173,50.6211180124224
"526218","CP027633.1",8508001,8509000,"*",1.97123003382752e-05,0.000144307739302289,48.2814724425463
"526410","CP027633.1",8633001,8634000,"*",1.25433694172367e-12,3.79851367103728e-11,42.0189315352697
"526503","CP027633.1",8683001,8684000,"*",1.39782276087996e-20,1.30115642628953e-18,54.8821548821549
"526504","CP027633.1",8683501,8684500,"*",3.54839954615103e-21,3.53516877196243e-19,55.1570592445998
"526507","CP027633.1",8687001,8688000,"*",0.00125377310519444,0.00559973192694205,32.2777386816796
"527977","CP027633.1",9774001,9775000,"*",0.000905122876455861,0.00422465380566886,-33.2926829268293
"528564","CP027633.1",10103501,10104500,"*",2.33113463431092e-60,3.18093758767998e-57,28.2102234410826
"529357","CP027633.1",10706001,10707000,"*",0.000221039572471009,0.00122982183503991,42.4242424242424
"534209","CP027633.1",13732501,13733500,"*",1.08279183939488e-16,6.10130678094037e-15,72.9114971050455
"534419","CP027633.1",13841501,13842500,"*",4.41028695136518e-11,1.02833022031392e-09,48.5714285714286
"541792","CP027633.1",18117001,18118000,"*",1.98657130007961e-11,4.91940439388656e-10,33.2452357768814
"542512","CP027633.1",18490501,18491500,"*",2.54059920526226e-10,5.16066681077206e-09,28.8575943483919
"543620","CP027633.1",19076501,19077500,"*",1.69295070312914e-07,1.97399195285844e-06,39.6628973757201
"548448","CP027633.1",21837001,21838000,"*",7.04202040450872e-18,4.67547708403782e-16,42.1642079246157
