"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"1869","CP027619.1",963001,964000,"*",8.61197292424119e-47,4.52913863545314e-45,30.1071789076202
"1877","CP027619.1",967001,968000,"*",9.44440185719375e-19,1.41812438581413e-17,-26.3515393025106
"1901","CP027619.1",979001,980000,"*",1.56110158226343e-60,1.25448982115639e-58,-36.8083511480052
"1902","CP027619.1",979501,980500,"*",1.15106314890219e-118,3.12441739289718e-116,-51.4367673341505
"1903","CP027619.1",980001,981000,"*",1.25891159684862e-78,1.61341281826157e-76,-48.5251417640227
"1904","CP027619.1",980501,981500,"*",1.18192172062751e-34,3.95801516119599e-33,-34.4462109167992
"1905","CP027619.1",981001,982000,"*",1.69383885824989e-53,1.09857376130247e-51,-50.5901060070671
"1972","CP027619.1",1014501,1015500,"*",7.39791500209909e-24,1.48595388895159e-22,-28.32397045163
"1988","CP027619.1",1022501,1023500,"*",2.19711153949036e-44,1.06244965016565e-42,-41.7037863827595
"2051","CP027619.1",1054001,1055000,"*",3.57027663259e-38,1.373499903161e-36,-29.0725105935599
"2114","CP027619.1",1085501,1086500,"*",2.82166003821289e-29,7.42760189572396e-28,26.4343729597901
"2115","CP027619.1",1086001,1087000,"*",7.66812523498593e-29,1.97719358687978e-27,26.60346740638
"2138","CP027619.1",1097501,1098500,"*",1.25123778088113e-41,5.4999394179795e-40,30.7549996254962
"2139","CP027619.1",1098001,1099000,"*",3.82781200203589e-37,1.41728325999878e-35,28.8505195626484
"2167","CP027619.1",1112001,1113000,"*",6.3071029981705e-41,2.70285013183209e-39,26.4408290843786
"2214","CP027619.1",1135501,1136500,"*",1.13374480011187e-37,4.28300274961834e-36,28.3831908831909
"2215","CP027619.1",1136001,1137000,"*",4.09824624359779e-44,1.95953305135139e-42,34.2895527106053
"2219","CP027619.1",1138001,1139000,"*",5.9325385091067e-78,7.47658894085752e-76,49.118772237742
"2220","CP027619.1",1138501,1139500,"*",1.26818809854446e-95,2.32850436876118e-93,43.9784826974268
"2221","CP027619.1",1139001,1140000,"*",1.46743861780004e-60,1.18061477158672e-58,32.6851146653127
"2222","CP027619.1",1139501,1140500,"*",4.61774671898811e-64,4.11192097535134e-62,45.3658782534649
"2223","CP027619.1",1140001,1141000,"*",1.01292584922632e-44,4.95351715763965e-43,38.4149488163487
"2267","CP027619.1",1186501,1187500,"*",2.74674292910912e-57,2.0116147738597e-55,-32.2620565514138
"2268","CP027619.1",1187001,1188000,"*",9.89684266234263e-54,6.46880791914582e-52,-33.0067790053468
"2269","CP027619.1",1187501,1188500,"*",2.47575365423947e-25,5.36787018894899e-24,-26.6948031991309
"2272","CP027619.1",1189001,1190000,"*",2.24830324515904e-55,1.55096803168076e-53,36.3236665328152
"2294","CP027619.1",1200001,1201000,"*",6.40429239271808e-37,2.35113499327604e-35,46.4085161016896
"2295","CP027619.1",1200501,1201500,"*",9.48797449388626e-23,1.79514373570782e-21,26.6806722689076
"2316","CP027619.1",1211001,1212000,"*",1.15286292556418e-45,5.83188223416334e-44,28.0745377118523
"2437","CP027619.1",1272001,1273000,"*",3.33095983282764e-83,4.73769523765754e-81,-28.2166088582018
"2476","CP027619.1",1291501,1292500,"*",1.10094309215773e-61,9.1185310621092e-60,-30.3171641791045
"2477","CP027619.1",1292001,1293000,"*",2.89213562473377e-141,1.07948912704214e-138,-38.4964400390898
"2496","CP027619.1",1301501,1302500,"*",2.58411909515458e-52,1.6173151115936e-50,33.4641782807751
"2497","CP027619.1",1302001,1303000,"*",2.09483410549379e-108,4.82411632069114e-106,50.8073334670947
"2498","CP027619.1",1302501,1303500,"*",4.02951304295359e-27,9.57666591221341e-26,27.4949757654569
"2509","CP027619.1",1308001,1309000,"*",7.86548627085958e-39,3.10991244362863e-37,30.5875557698168
"2530","CP027619.1",1318501,1319500,"*",2.89218478032864e-40,1.20513518762073e-38,27.9902597402597
"2562","CP027619.1",1334501,1335500,"*",2.78819772540851e-62,2.35146057411741e-60,37.7912529932467
"2563","CP027619.1",1335001,1336000,"*",5.05984043802812e-110,1.19914040329623e-107,45.7570584455671
"2564","CP027619.1",1335501,1336500,"*",3.23123288902106e-34,1.06217943008933e-32,39.380690821613
"2576","CP027619.1",1341501,1342500,"*",4.85565707547266e-75,5.70909272333463e-73,-37.7507756196487
"2627","CP027619.1",1367001,1368000,"*",5.3345687723161e-19,8.13125104478386e-18,29.0222797029373
"2729","CP027619.1",1421001,1422000,"*",8.95778053845788e-58,6.64965827344238e-56,-29.5233950908662
"2758","CP027619.1",1435501,1436500,"*",2.42344803367876e-05,0.000106209150184413,-39.7350993377483
"2759","CP027619.1",1439501,1440500,"*",5.6547388490568e-14,6.13767815069357e-13,54.3859649122807
"2811","CP027619.1",1465501,1466500,"*",3.47623097252435e-30,9.52588603756297e-29,26.9379234283914
"2849","CP027619.1",1485501,1486500,"*",4.88251340933873e-27,1.15510735243114e-25,25.8359753343678
"2897","CP027619.1",1509501,1510500,"*",6.72213811629957e-69,6.76578610798127e-67,-33.9189214113134
"2898","CP027619.1",1510001,1511000,"*",1.85892259257471e-35,6.43417296310793e-34,-25.4658231357174
"3042","CP027619.1",1582001,1583000,"*",1.95346588970518e-32,5.93922899220701e-31,30.9818181818182
"3043","CP027619.1",1582501,1583500,"*",8.13240985474103e-91,1.3611876848274e-88,45.8503377427526
"3044","CP027619.1",1583001,1584000,"*",6.95888271525581e-67,6.64705553427547e-65,31.5930465618255
"3095","CP027619.1",1608501,1609500,"*",1.34127816926957e-32,4.10473723951819e-31,-26.0339044252497
"3142","CP027619.1",1632001,1633000,"*",1.28737737711135e-31,3.77374647385695e-30,26.5883485796822
"3143","CP027619.1",1632501,1633500,"*",1.07376728099062e-33,3.44843713860566e-32,38.0518196770396
"3144","CP027619.1",1633001,1634000,"*",9.07243385523353e-39,3.57675063987004e-37,31.7161589412898
"3298","CP027619.1",1710501,1711500,"*",3.52369988612636e-41,1.52381996391963e-39,37.14133396517
"3300","CP027619.1",1711501,1712500,"*",2.53414543385516e-15,3.03657544595361e-14,-28.5982052818497
"3326","CP027619.1",1724501,1725500,"*",5.19242303538546e-18,7.4412177067181e-17,26.3563304169776
"3336","CP027619.1",1729501,1730500,"*",2.82419365920028e-48,1.55642611202403e-46,34.7218085826452
"3337","CP027619.1",1730001,1731000,"*",3.93831835999825e-43,1.82312045113542e-41,34.6222740524781
"3448","CP027619.1",1785501,1786500,"*",2.57107898133516e-49,1.46199754738657e-47,-28.5105811580191
"3449","CP027619.1",1786001,1787000,"*",1.33866744690964e-91,2.26989880228194e-89,-45.4225847278864
"3487","CP027619.1",1805001,1806000,"*",5.56552046697969e-19,8.475462844571e-18,27.1782231272104
"3488","CP027619.1",1805501,1806500,"*",2.74786180282149e-10,2.18132106061723e-09,37.8971571906355
"3581","CP027619.1",1852001,1853000,"*",6.135350856389e-46,3.13680598003407e-44,-26.8950778067188
"3588","CP027619.1",1855501,1856500,"*",8.22806202869097e-49,4.60999725609956e-47,-37.644314911237
"3589","CP027619.1",1856001,1857000,"*",2.35125757807879e-43,1.09616404203024e-41,-28.358700123406
"3640","CP027619.1",1882001,1883000,"*",1.05197566543837e-05,4.87757427750161e-05,-52.536231884058
"3690","CP027619.1",1911501,1912500,"*",1.5648237145191e-31,4.56984168775305e-30,25.8566672392779
"3691","CP027619.1",1912001,1913000,"*",1.16109512346458e-44,5.66642268245441e-43,27.2744117102094
"3753","CP027619.1",1943001,1944000,"*",1.27858064404691e-42,5.81754726450038e-41,-27.6674073235678
"3757","CP027619.1",1945001,1946000,"*",6.87635736223084e-21,1.17199607565463e-19,-25.2702024225771
"3758","CP027619.1",1945501,1946500,"*",8.58876032840565e-36,3.01274000049242e-34,-28.1401827156285
"3785","CP027619.1",1959001,1960000,"*",2.10947545582897e-73,2.3865870054393e-71,-37.2398080388551
"3834","CP027619.1",1983501,1984500,"*",1.77499584724301e-39,7.19014400109094e-38,-30.0762406578473
"3928","CP027619.1",2430001,2431000,"*",2.02137145172332e-25,4.40634089107314e-24,38.3162266863693
"3976","CP027619.1",2454001,2455000,"*",3.16460266292872e-92,5.41315807698546e-90,-28.2995991416197
"3977","CP027619.1",2454501,2455500,"*",8.5792635187145e-115,2.18312030961193e-112,-32.0918827184669
"3998","CP027619.1",2465001,2466000,"*",3.26559083098122e-68,3.23015683070745e-66,-31.7562522916251
"4033","CP027619.1",2482501,2483500,"*",3.60049320526502e-39,1.44103761740089e-37,-27.7067390062821
"4056","CP027619.1",2494001,2495000,"*",1.26570313200188e-17,1.76859196570748e-16,25.9806941877182
"4057","CP027619.1",2494501,2495500,"*",2.57262164324623e-33,8.12049600168874e-32,40.3430735930736
"4085","CP027619.1",2508501,2509500,"*",1.76613216457132e-31,5.14588405492468e-30,29.2888080086856
"4134","CP027619.1",2533001,2534000,"*",1.02534836212735e-43,4.84020877890028e-42,32.757985669323
"4230","CP027619.1",2581001,2582000,"*",6.54540842422666e-37,2.4011631557904e-35,30.5525946530484
"4273","CP027619.1",2602501,2603500,"*",2.67619952759358e-10,2.12653878792352e-09,-30.2041916571198
"4376","CP027619.1",2677001,2678000,"*",4.29267547643596e-114,1.08223449165932e-111,42.297236978088
"4377","CP027619.1",2677501,2678500,"*",5.86987369551231e-115,1.4999755313446e-112,31.204720602311
"4390","CP027619.1",2684001,2685000,"*",2.75512430670716e-29,7.25525824166958e-28,25.4805624483044
"4420","CP027619.1",2699001,2700000,"*",9.38324066340483e-70,9.67268437067409e-68,-29.0986398712343
"4440","CP027619.1",2709501,2710500,"*",6.11927398583983e-41,2.62338856242941e-39,-28.9889172443334
"4441","CP027619.1",2710001,2711000,"*",7.57559471332095e-72,8.25561182629647e-70,-32.6222076484814
"4498","CP027619.1",2739501,2740500,"*",1.54523801102748e-46,8.06282749686618e-45,27.1346645272479
"4553","CP027619.1",2768501,2769500,"*",3.20759237762969e-29,8.41953241965954e-28,32.6853502516778
"4554","CP027619.1",2769001,2770000,"*",1.15200040864048e-23,2.29147021279959e-22,35.0190002923122
"4727","CP027619.1",2855501,2856500,"*",5.00819832287787e-52,3.11054748637257e-50,-33.6681708484398
"4728","CP027619.1",2856001,2857000,"*",1.15858210354557e-65,1.07503092656332e-63,-40.7366311938047
"4730","CP027619.1",2857001,2858000,"*",2.25373503219012e-24,4.64668713480227e-23,-33.9840587044534
"4731","CP027619.1",2857501,2858500,"*",0.00192518276847377,0.00580148550474457,-30.4487179487179
"4790","CP027619.1",2887001,2888000,"*",1.45027693473315e-33,4.63441029882691e-32,-29.5054167611765
"4900","CP027619.1",2942001,2943000,"*",1.50665309621897e-40,6.3596644718936e-39,-27.6759844661343
"4923","CP027619.1",2953501,2954500,"*",1.15972123410403e-51,7.11460078680553e-50,30.0008503423272
"5010","CP027619.1",2997001,2998000,"*",4.01293515583324e-73,4.50736513554824e-71,-27.0309745201218
"5011","CP027619.1",2997501,2998500,"*",3.40015669413433e-228,3.17494289063689e-225,-35.9825035522247
"5015","CP027619.1",2999501,3000500,"*",7.38585463656299e-76,8.8558475784988e-74,-31.5259415344261
"5016","CP027619.1",3000001,3001000,"*",1.55512790486516e-132,5.14274856776992e-130,-30.0094545750644
"5021","CP027619.1",3002501,3003500,"*",6.03019873202212e-19,9.16339495109189e-18,27.0998784727129
"5037","CP027619.1",3010501,3011500,"*",3.34839426248222e-60,2.66716281394724e-58,25.2366343361305
"5083","CP027619.1",3033501,3034500,"*",2.26086947107896e-71,2.43174125883597e-69,-30.6827314601464
"5084","CP027619.1",3034001,3035000,"*",6.3624822740545e-86,9.60835255808045e-84,-31.7654076267122
"5101","CP027619.1",3042501,3043500,"*",2.19887724288115e-72,2.43123953838902e-70,-33.8189218721784
"5102","CP027619.1",3043001,3044000,"*",9.13801768440083e-70,9.42345977235645e-68,-37.2732634451814
"5118","CP027619.1",3051001,3052000,"*",2.30463075812231e-15,2.76904212160681e-14,-26.1249421758695
"5119","CP027619.1",3051501,3052500,"*",1.24594660674353e-24,2.60440475197856e-23,-32.8341820218034
"5168","CP027619.1",3076001,3077000,"*",2.58873662337968e-51,1.57133201022725e-49,-46.2544618845044
"5169","CP027619.1",3076501,3077500,"*",1.43900100841685e-47,7.74795766101757e-46,-27.4878767488805
"5219","CP027619.1",3101501,3102500,"*",2.98713067060672e-29,7.85256519009794e-28,-32.6378833750165
"5221","CP027619.1",3102501,3103500,"*",1.10471004887578e-28,2.82798927064521e-27,-26.5351298043606
"5234","CP027619.1",3109001,3110000,"*",9.13724684332726e-25,1.92367584515077e-23,-33.8766403622535
"5235","CP027619.1",3109501,3110500,"*",5.07107057202275e-66,4.75308707836766e-64,-29.894228417706
"5236","CP027619.1",3110001,3111000,"*",1.18825120355243e-38,4.66235983464384e-37,-27.4818438381938
"5285","CP027619.1",3134501,3135500,"*",1.59287833505003e-57,1.17429394066893e-55,25.0449844174433
"5452","CP027619.1",3222501,3223500,"*",3.4762756172887e-61,2.84038907262307e-59,35.0980980016347
"5453","CP027619.1",3223001,3224000,"*",3.6019064571729e-51,2.17831254897705e-49,40.1622680564796
"5454","CP027619.1",3223501,3224500,"*",1.34282842496066e-17,1.87319275310217e-16,49.1990846681922
"5456","CP027619.1",3224501,3225500,"*",3.50831813422414e-47,1.86739778264406e-45,42.047096415671
"5459","CP027619.1",3226001,3227000,"*",5.5922371035639e-31,1.59228673393967e-29,27.6160385165124
"5467","CP027619.1",3230001,3231000,"*",4.42202589957632e-25,9.46727776492936e-24,27.9319821367228
"5468","CP027619.1",3230501,3231500,"*",5.64150466115299e-25,1.20087986525514e-23,29.0046110665597
"5490","CP027619.1",3241501,3242500,"*",6.13036045599616e-54,4.03645967537178e-52,-34.4907674910027
"5546","CP027619.1",3269501,3270500,"*",3.61236530043389e-29,9.45697465627464e-28,25.4128162399636
"5547","CP027619.1",3270001,3271000,"*",9.47582465528149e-41,4.03194268833395e-39,29.2589629873618
"5548","CP027619.1",3270501,3271500,"*",3.12003447412857e-42,1.4018381472875e-40,29.2444351789888
"5580","CP027619.1",3287001,3288000,"*",1.02691192843259e-35,3.58878210067292e-34,-33.1828396322778
"5588","CP027619.1",3291001,3292000,"*",1.04894912419832e-70,1.10640394295857e-68,26.5062681729348
"5599","CP027619.1",3296501,3297500,"*",6.11026286902035e-58,4.55694246062423e-56,-31.5870041076975
"5600","CP027619.1",3297001,3298000,"*",1.62153160828794e-49,9.28639333720187e-48,-27.6590730557738
"5613","CP027619.1",3304001,3305000,"*",4.58952314482164e-06,2.24323027210771e-05,-35.4025423728814
"5618","CP027619.1",3306501,3307500,"*",7.13865262697512e-42,3.1674823215922e-40,36.3262824792518
"5759","CP027619.1",3377501,3378500,"*",1.48131794580395e-30,4.12727028188186e-29,-26.3977705222078
"5763","CP027619.1",3379501,3380500,"*",1.74564712704092e-85,2.59877914284385e-83,27.1987587042083
"5801","CP027619.1",3398501,3399500,"*",6.50238550110377e-89,1.04969445135906e-86,27.9933797398646
"5884","CP027619.1",3440001,3441000,"*",1.34400538538174e-142,5.11451729759664e-140,-26.4995704852875
"5885","CP027619.1",3440501,3441500,"*",1.82488565297874e-75,2.16948549054079e-73,-28.5592640812193
"5896","CP027619.1",3446001,3447000,"*",2.18800980950683e-11,1.91869734876121e-10,26.2433862433862
"5909","CP027619.1",3452501,3453500,"*",1.4307388430619e-85,2.13755519019406e-83,-28.4410368747718
"5959","CP027619.1",3477501,3478500,"*",1.20064542469918e-142,4.57216174375774e-140,-49.7722037888243
"5982","CP027619.1",3489001,3490000,"*",7.10795802523077e-65,6.45478343780648e-63,-29.0000944718238
"5983","CP027619.1",3489501,3490500,"*",7.50994661880721e-64,6.65254884709992e-62,-35.7317194090413
"6010","CP027619.1",3503001,3504000,"*",3.55536976532644e-12,3.3284242569756e-11,-26.3480306290977
"6023","CP027619.1",3509501,3510500,"*",3.21328689992832e-33,1.01053240236165e-31,27.9902196568863
"6060","CP027619.1",3528001,3529000,"*",0.0004304059174093,0.00150129588050049,77.7777777777778
"6092","CP027619.1",3544001,3545000,"*",6.70389311077329e-24,1.35018229553134e-22,-26.0067282514863
"6134","CP027619.1",3565501,3566500,"*",1.4821566339305e-44,7.21005076986362e-43,-29.7981284056933
"6196","CP027619.1",3596501,3597500,"*",5.83890128639135e-301,8.60556208565502e-298,-46.9007962597706
"6197","CP027619.1",3597001,3598000,"*",1.62182663361893e-268,2.01920378125983e-265,-60.296509502924
"6328","CP027619.1",3663001,3664000,"*",1.79490708925147e-303,2.70385398921666e-300,-47.3585774471431
"6329","CP027619.1",3663501,3664500,"*",9.01229566633424e-197,6.20526142446219e-194,-48.428493566981
"6374","CP027619.1",3686001,3687000,"*",1.31069507521034e-32,4.01204387888607e-31,29.0689310689311
"6375","CP027619.1",3686501,3687500,"*",7.17563680345028e-29,1.85266034296856e-27,25.4806881430258
"6413","CP027619.1",3705501,3706500,"*",1.81155422135685e-37,6.79137305707326e-36,26.4586035664217
"6414","CP027619.1",3706001,3707000,"*",9.53969654437169e-33,2.93858003738558e-31,-25.6732912540259
"6424","CP027619.1",3711001,3712000,"*",7.61101476453119e-20,1.22168290977088e-18,28.8252136566743
"6430","CP027619.1",3714001,3715000,"*",4.61882433804179e-40,1.91102279997896e-38,45.4767543312975
"6564","CP027619.1",3807501,3808500,"*",1.02953142903853e-14,1.18042517991723e-13,25.5386275406683
"6590","CP027619.1",3820501,3821500,"*",2.09038192299435e-53,1.35302420116728e-51,27.0939638675885
"6647","CP027619.1",3849001,3850000,"*",5.09828751358397e-49,2.87387631830947e-47,-28.807806073031
"6648","CP027619.1",3849501,3850500,"*",4.00430741828754e-31,1.14794496515915e-29,-28.7411928640119
"6657","CP027619.1",3854001,3855000,"*",4.80339706594432e-29,1.25041955375531e-27,-31.1257683729533
"6723","CP027619.1",3887001,3888000,"*",6.63088010182328e-109,1.54197794258681e-106,28.8365795451158
"6724","CP027619.1",3887501,3888500,"*",2.88550844379227e-84,4.19941204577505e-82,37.4503504775103
"6788","CP027619.1",3919501,3920500,"*",8.40866448563826e-100,1.67350222626981e-97,-30.5220146707316
"6789","CP027619.1",3920001,3921000,"*",7.49561565606714e-60,5.9101997373268e-58,-26.7267267267267
"6822","CP027619.1",3936501,3937500,"*",1.93466464741228e-11,1.70418120115265e-10,-49.8281786941581
"6824","CP027619.1",3938001,3939000,"*",0.00207788529290374,0.00621361299500263,-35.9154929577465
"6879","CP027619.1",3965501,3966500,"*",4.79090326839216e-39,1.90990992653928e-37,-28.4937823026466
"6889","CP027619.1",3970501,3971500,"*",6.00098230743248e-58,4.47666712711965e-56,-28.9938348847659
"7052","CP027619.1",4055001,4056000,"*",1.25017555314718e-35,4.35646515618324e-34,31.6110980548431
"7084","CP027619.1",4071001,4072000,"*",1.70857683863076e-63,1.49673526825454e-61,-33.2530111345147
"7085","CP027619.1",4071501,4072500,"*",3.89807867702476e-80,5.17200113868075e-78,-36.4060519054366
"7086","CP027619.1",4072001,4073000,"*",4.97272622380961e-19,7.59478257643302e-18,-28.2725204532528
"7225","CP027619.1",4141501,4142500,"*",1.45318575111423e-83,2.08210285713639e-81,-33.6095807086001
"7265","CP027619.1",4199001,4200000,"*",4.6099637536923e-40,1.90764623936559e-38,26.8156096628646
"7272","CP027619.1",4202501,4203500,"*",2.34589252636651e-42,1.05837463447765e-40,30.8144216731009
"7273","CP027619.1",4203001,4204000,"*",1.94612131233694e-08,1.2804408457819e-07,-31.0977813109778
"7419","CP027619.1",4276001,4277000,"*",1.70754054035173e-52,1.07523394039668e-50,-33.9916018791835
"7420","CP027619.1",4276501,4277500,"*",2.9627610316947e-46,1.53040344821606e-44,-26.3740372392133
"7433","CP027619.1",4283001,4284000,"*",3.09568328162848e-28,7.76866919360827e-27,-33.2914682945352
"7546","CP027619.1",4341001,4342000,"*",3.06211888011093e-20,5.03021009598846e-19,-48.5331930808789
"7563","CP027619.1",4349501,4350500,"*",5.32567923349134e-47,2.82097012943082e-45,31.8745746116279
"7564","CP027619.1",4350001,4351000,"*",1.53683455868604e-124,4.52762586641575e-122,61.9716850828729
"7565","CP027619.1",4350501,4351500,"*",5.34597425158718e-25,1.13935044629187e-23,29.2098013629114
"7575","CP027619.1",4355501,4356500,"*",0,0,64.5006716561121
"7576","CP027619.1",4356001,4357000,"*",0,0,63.4398496240602
"7577","CP027619.1",4356501,4357500,"*",6.15013513267962e-24,1.24071598915415e-22,26.2092288524007
"7589","CP027619.1",4362501,4363500,"*",9.83982321359796e-10,7.40216956158479e-09,-30.372461424617
"7596","CP027619.1",4366001,4367000,"*",1.0753131402529e-80,1.44323802859077e-78,-44.5918552714669
"7605","CP027619.1",4370501,4371500,"*",4.01472885490083e-46,2.06421262464342e-44,-31.8851698579248
"7606","CP027619.1",4371001,4372000,"*",7.24172903480356e-51,4.33627450730318e-49,-31.1895406758355
"7621","CP027619.1",4378501,4379500,"*",1.30614443741039e-12,1.26947452603019e-11,26.9765455110283
"7622","CP027619.1",4379001,4380000,"*",1.68957781591871e-12,1.62605837319748e-11,38.4029038112523
"7798","CP027619.1",4468501,4469500,"*",1.76413764170852e-07,1.03901760522439e-06,41.2696335078534
"7828","CP027619.1",4490001,4491000,"*",2.52452250304644e-68,2.5039424560136e-66,-34.9106167816058
"7829","CP027619.1",4490501,4491500,"*",2.87983585851753e-62,2.42799370855761e-60,-31.8982925166015
